ProductId,LocalOrderCode,Description,Price,weight,UnitOfMeasure,Quantity,Accessory,Title
1SDA060669R0001,1SDA060669R1,PR222DS/PD-A-LSI In=400 MODBUS T5 3p UL,3034,1,pcs,1,,Devices
1SDA060670R0001,1SDA060670R1,PR222DS/PD-A-LSIG In=400 MODBUS T5 3p UL,3208,1,pcs,1,,Devices
1SDA060671R0001,1SDA060671R1,PR222DS/PD-A-LSI In=100 MODBUS T4 4p UL,2509,1,pcs,1,,Devices
1SDA060672R0001,1SDA060672R1,PR222DS/PD-A-LSI In=250 MODBUS T4 4p UL,3152,1,pcs,1,,Devices
1SDA060673R0001,1SDA060673R1,PR222DS/PD-A-LSIG In=100 MODBUS T4 4p UL,2684,1,pcs,1,,Devices
1SDA060674R0001,1SDA060674R1,PR222DS/PD-A-LSIG In=250 MODBUS T4 4p UL,3326,1,pcs,1,,Devices
1SDA060675R0001,1SDA060675R1,PR222DS/PD-A-LSI In=400 MODBUS T5 4p UL,3326,1,pcs,1,,Devices
1SDA060676R0001,1SDA060676R1,PR222DS/PD-A-LSIG In=400 MODBUS T5 4p UL,3500,1,pcs,1,,Devices
1SDA060685R0001,1SDA060685R1,MIR-HB T6-S6,425,5.6,pcs,1,,Devices
1SDA060686R0001,1SDA060686R1,MIR-VB T6-S6,425,5.6,pcs,1,,Devices
1SDA060687R0001,1SDA060687R1,KIT FC CuAl 4x150mm2 T6 1000 3pcs,223,0.2,pcs,1,,Devices
1SDA060688R0001,1SDA060688R1,KIT FC CuAl 4x150mm2 T6 1000 4pcs,289,0.2,pcs,1,,Devices
1SDA060689R0001,1SDA060689R1,KIT FC CuAl 4x150mm2 T6 1000 6pcs,444,2.45,pcs,1,,Devices
1SDA060690R0001,1SDA060690R1,KIT FC CuAl 4x150mm2 T6 1000 8pcs,577,0.2,pcs,1,,Devices
1SDA061653R0001,1SDA061653R1,T6N 800 UL/CSA TMA 600-6000 3p F F,2301,9.5,pcs,1,,Devices
1SDA061654R0001,1SDA061654R1,T6N800 UL TMA 600-3000..6000 4p FF N100%,2991,12,pcs,1,,Devices
1SDA061655R0001,1SDA061655R1,T6N 800 UL/CSA PR221DS-LS/I 600 3p F F,2556,9.5,pcs,1,,Devices
1SDA061656R0001,1SDA061656R1,T6N800 MCP-UL/CSA PR221DS-I In=600 3p FF,2556,9.5,pcs,1,,Devices
1SDA061657R0001,1SDA061657R1,T6S 800 UL/CSA TMA 600-6000 3p F F,2421,9.5,pcs,1,,Devices
1SDA061658R0001,1SDA061658R1,T6H 800 UL/CSA TMA 600-6000 3p F F,2664,9.5,pcs,1,,Devices
1SDA061659R0001,1SDA061659R1,T6L 800 UL/CSA TMA 600-6000 3p F F,2859,9.5,pcs,1,,Devices
1SDA061660R0001,1SDA061660R1,T6H800 UL TMA 600-3000..6000 4p FF N100%,3463,12,pcs,1,,Devices
1SDA061661R0001,1SDA061661R1,T6N 800 UL/CSA TMA 800-8000 3p F F,2528,9.5,pcs,1,,Devices
1SDA061662R0001,1SDA061662R1,T6S 800 UL/CSA TMA 800-8000 3p F F,2660,9.5,pcs,1,,Devices
1SDA061663R0001,1SDA061663R1,T6H 800 UL/CSA TMA 800-8000 3p F F,2925,9.5,pcs,1,,Devices
1SDA061664R0001,1SDA061664R1,T6L 800 UL/CSA TMA 800-8000 3p F F,3139,9.5,pcs,1,,Devices
1SDA061665R0001,1SDA061665R1,T6N800 UL TMA 800-4000..8000 4p FF N100%,3285,12,pcs,1,,Devices
1SDA061666R0001,1SDA061666R1,T6H800 UL TMA 800-4000..8000 4p FF N100%,3804,12,pcs,1,,Devices
1SDA061667R0001,1SDA061667R1,T6N 800 UL/CSA PR222DS/P-LSI 600 3p F F,2763,9.5,pcs,1,,Devices
1SDA061668R0001,1SDA061668R1,T6N 800 UL/CSA PR222DS/P-LSIG 600 3p F F,2967,9.5,pcs,1,,Devices
1SDA061669R0001,1SDA061669R1,T6N 800 UL/CSA PR221DS-LS/I 600 4p F F,3322,12,pcs,1,,Devices
1SDA061670R0001,1SDA061670R1,T6N 800 UL/CSA PR222DS/P-LSI 600 4p F F,3529,12,pcs,1,,Devices
1SDA061671R0001,1SDA061671R1,T6N 800 UL/CSA PR222DS/P-LSIG 600 4p F F,3734,12,pcs,1,,Devices
1SDA061672R0001,1SDA061672R1,T6S 800 UL/CSA PR221DS-LS/I 600 3p F F,2691,9.5,pcs,1,,Devices
1SDA061673R0001,1SDA061673R1,T6S 800 UL/CSA PR222DS/P-LSI 600 3p F F,2895,9.5,pcs,1,,Devices
1SDA061674R0001,1SDA061674R1,T6S 800 UL/CSA PR222DS/P-LSIG 600 3p F F,3102,9.5,pcs,1,,Devices
1SDA061675R0001,1SDA061675R1,T6H 800 UL/CSA PR221DS-LS/I 600 3p F F,2959,9.5,pcs,1,,Devices
1SDA061676R0001,1SDA061676R1,T6H 800 UL/CSA PR222DS/P-LSI 600 3p F F,3165,9.5,pcs,1,,Devices
1SDA061677R0001,1SDA061677R1,T6H 800 UL/CSA PR222DS/P-LSIG 600 3p F F,3371,9.5,pcs,1,,Devices
1SDA061678R0001,1SDA061678R1,T6H 800 UL/CSA PR221DS-LS/I 600 4p F F,3848,12,pcs,1,,Devices
1SDA061679R0001,1SDA061679R1,T6H 800 UL/CSA PR222DS/P-LSI 600 4p F F,4053,12,pcs,1,,Devices
1SDA061680R0001,1SDA061680R1,T6H 800 UL/CSA PR222DS/P-LSIG 600 4p F F,4259,12,pcs,1,,Devices
1SDA061681R0001,1SDA061681R1,T6L 800 UL/CSA PR221DS-LS/I 600 3p F F,3175,9.5,pcs,1,,Devices
1SDA061682R0001,1SDA061682R1,T6L 800 UL/CSA PR222DS/P-LSI 600 3p F F,3379,9.5,pcs,1,,Devices
1SDA061683R0001,1SDA061683R1,T6L 800 UL/CSA PR222DS/P-LSIG 600 3p F F,3586,9.5,pcs,1,,Devices
1SDA061685R0001,1SDA061685R1,T6N 800 UL/CSA PR221DS-LS/I 800 3p F F,2808,9.5,pcs,1,,Devices
1SDA061686R0001,1SDA061686R1,T6N 800 UL/CSA PR222DS/P-LSI 800 3p F F,2982,9.5,pcs,1,,Devices
1SDA061687R0001,1SDA061687R1,T6N 800 UL/CSA PR222DS/P-LSIG 800 3p F F,3156,9.5,pcs,1,,Devices
1SDA061688R0001,1SDA061688R1,T6N 800 UL/CSA PR221DS-LS/I 800 4p F F,3652,12,pcs,1,,Devices
1SDA061689R0001,1SDA061689R1,T6N 800 UL/CSA PR222DS/P-LSI 800 4p F F,3825,12,pcs,1,,Devices
1SDA061690R0001,1SDA061690R1,T6N 800 UL/CSA PR222DS/P-LSIG 800 4p F F,3999,12,pcs,1,,Devices
1SDA061691R0001,1SDA061691R1,T6S 800 UL/CSA PR221DS-LS/I 800 3p F F,2956,9.5,pcs,1,,Devices
1SDA061692R0001,1SDA061692R1,T6S 800 UL/CSA PR222DS/P-LSI 800 3p F F,3131,9.5,pcs,1,,Devices
1SDA061693R0001,1SDA061693R1,T6S 800 UL/CSA PR222DS/P-LSIG 800 3p F F,3305,9.5,pcs,1,,Devices
1SDA061694R0001,1SDA061694R1,T6H 800 UL/CSA PR221DS-LS/I 800 3p F F,3250,9.5,pcs,1,,Devices
1SDA061695R0001,1SDA061695R1,T6H 800 UL/CSA PR222DS/P-LSI 800 3p F F,3425,9.5,pcs,1,,Devices
1SDA061696R0001,1SDA061696R1,T6H 800 UL/CSA PR222DS/P-LSIG 800 3p F F,3599,9.5,pcs,1,,Devices
1SDA061697R0001,1SDA061697R1,T6H 800 UL/CSA PR221DS-LS/I 800 4p F F,4228,12,pcs,1,,Devices
1SDA061698R0001,1SDA061698R1,T6H 800 UL/CSA PR222DS/P-LSI 800 4p F F,4403,12,pcs,1,,Devices
1SDA061699R0001,1SDA061699R1,T6H 800 UL/CSA PR222DS/P-LSIG 800 4p F F,4575,12,pcs,1,,Devices
1SDA061700R0001,1SDA061700R1,T6L 800 UL/CSA PR221DS-LS/I 800 3p F F,3488,9.5,pcs,1,,Devices
1SDA061701R0001,1SDA061701R1,T6L 800 UL/CSA PR222DS/P-LSI 800 3p F F,3663,9.5,pcs,1,,Devices
1SDA061702R0001,1SDA061702R1,T6L 800 UL/CSA PR222DS/P-LSIG 800 3p F F,3838,9.5,pcs,1,,Devices
1SDA061703R0001,1SDA061703R1,T6S800 MCP-UL/CSA PR221DS-I In=600 3p FF,2691,9.5,pcs,1,,Devices
1SDA061704R0001,1SDA061704R1,T6H800 MCP-UL/CSA PR221DS-I In=600 3p FF,2959,9.5,pcs,1,,Devices
1SDA061705R0001,1SDA061705R1,T6L800 MCP-UL/CSA PR221DS-I In=600 3p FF,3175,9.5,pcs,1,,Devices
1SDA061706R0001,1SDA061706R1,T6N800 MCP-UL/CSA PR221DS-I In=800 3p FF,2808,9.5,pcs,1,,Devices
1SDA061707R0001,1SDA061707R1,T6S800 MCP-UL/CSA PR221DS-I In=800 3p FF,2956,9.5,pcs,1,,Devices
1SDA061708R0001,1SDA061708R1,T6H800 MCP-UL/CSA PR221DS-I In=800 3p FF,3250,9.5,pcs,1,,Devices
1SDA061709R0001,1SDA061709R1,T6L800 MCP-UL/CSA PR221DS-I In=800 3p FF,3488,9.5,pcs,1,,Devices
1SDA061716R0001,1SDA061716R1,T6N 800 UL/CSA BREAKING PART 3p F F,1445,9.5,pcs,1,,Devices
1SDA061717R0001,1SDA061717R1,T6S 800 UL/CSA BREAKING PART 3p F F,1599,9.5,pcs,1,,Devices
1SDA061718R0001,1SDA061718R1,T6H 800 UL/CSA BREAKING PART 3p F F,1908,9.5,pcs,1,,Devices
1SDA061719R0001,1SDA061719R1,T6L 800 UL/CSA BREAKING PART 3p F F,2156,9.5,pcs,1,,Devices
1SDA061720R0001,1SDA061720R1,T6N 800 UL/CSA BREAKING PART 4p F F,1878,12,pcs,1,,Devices
1SDA061721R0001,1SDA061721R1,T6H 800 UL/CSA BREAKING PART 4p F F,2480,12,pcs,1,,Devices
1SDA061724R0001,1SDA061724R1,T6H-D 800 MCS-UL/CSA Im=8000  3p F F,2037,1,pcs,1,,Devices
1SDA061726R0001,1SDA061726R1,TMA 600-3000...6000 T6 3p UL,1071,1,pcs,1,,Devices
1SDA061727R0001,1SDA061727R1,TMA 600-3000..6000 T6 4p UL InN=100%,1391,1,pcs,1,,Devices
1SDA061728R0001,1SDA061728R1,TMA 800-4000...8000 T6 800 3p UL,1286,1,pcs,1,,Devices
1SDA061729R0001,1SDA061729R1,TMA 800-4000..8000 T6 800 4p UL InN=100%,1671,1,pcs,1,,Devices
1SDA061730R0001,1SDA061730R1,PR221DS-LS/I In=600 T6 3p UL,1189,1,pcs,1,,Devices
1SDA061731R0001,1SDA061731R1,PR221DS-I In=600 T6 3p UL,1189,1,pcs,1,,Devices
1SDA061732R0001,1SDA061732R1,PR222DS/P-LSI In=600 T6 3p UL,1361,1,pcs,1,,Devices
1SDA061733R0001,1SDA061733R1,PR222DS/P-LSIG In=600 T6 3p UL,1538,1,pcs,1,,Devices
1SDA061734R0001,1SDA061734R1,PR222DS/PD-A-LSI In=600 T6 3p UL,3250,1,pcs,1,,Devices
1SDA061735R0001,1SDA061735R1,PR222DS/PD-A-LSIG In=600 T6 3p UL,3425,1,pcs,1,,Devices
1SDA061736R0001,1SDA061736R1,PR221DS-LS/I In=600 T6 4p UL,1545,1,pcs,1,,Devices
1SDA061737R0001,1SDA061737R1,PR222DS/P-LSI In=600 T6 4p UL,1720,1,pcs,1,,Devices
1SDA061738R0001,1SDA061738R1,PR222DS/P-LSIG In=600 T6 4p UL,1893,1,pcs,1,,Devices
1SDA061739R0001,1SDA061739R1,PR222DS/PD-A-LSI In=600 T6 4p UL,3608,1,pcs,1,,Devices
1SDA061740R0001,1SDA061740R1,PR222DS/PD-A-LSIG In=600 T6 4p UL,3781,1,pcs,1,,Devices
1SDA061741R0001,1SDA061741R1,PR222DS/PD-A-LSI In=800 T6 800 3p UL,3489,1,pcs,1,,Devices
1SDA061742R0001,1SDA061742R1,PR222DS/PD-A-LSIG In=800 T6 800 3p UL,3664,1,pcs,1,,Devices
1SDA061743R0001,1SDA061743R1,PR222DS/PD-A-LSI In=800 T6 800 4p UL,3917,1,pcs,1,,Devices
1SDA061744R0001,1SDA061744R1,PR222DS/PD-A-LSIG In=800 T6 800 4p UL,4090,1,pcs,1,,Devices
1SDA061769R0001,1SDA061769R1,TA EXT NEUTRAL 600A T6 UL,241,1,pcs,1,,Devices
1SDA061776R0001,1SDA061776R1,T6H-D 800 MCS-UL/CSA Im=8000  4p F F,2649,1,pcs,1,,Devices
1SDA061784R0001,1SDA061784R1,T1 UL TMF 3p LASER LABEL 100% Iu RATED,15.8,1,pcs,1,,Devices
1SDA061785R0001,1SDA061785R1,T1 UL TMF 4p LASER LABEL 100% Iu RATED,21.1,1,pcs,1,,Devices
1SDA061786R0001,1SDA061786R1,T2 UL TMF 3p LASER LABEL 100% Iu RATED,18.9,1,pcs,1,,Devices
1SDA061787R0001,1SDA061787R1,T2 UL TMF 4p LASER LABEL 100% Iu RATED,24.2,1,pcs,1,,Devices
1SDA061788R0001,1SDA061788R1,T2 UL PRx 3p LASER LABEL 100% Iu RATED,24.2,1,pcs,1,,Devices
1SDA061789R0001,1SDA061789R1,T2 UL PRx 4p LASER LABEL 100% Iu RATED,32.6,1,pcs,1,,Devices
1SDA061790R0001,1SDA061790R1,T3 UL TMF 3p LASER LABEL 100% Iu RATED,46.3,1,pcs,1,,Devices
1SDA061791R0001,1SDA061791R1,T3 UL TMF 4p LASER LABEL 100% Iu RATED,61,1,pcs,1,,Devices
1SDA061792R0001,1SDA061792R1,T4UL TM/PR 3p ETIK.LASER 100% Iu RATED,68,1,pcs,1,,Devices
1SDA061793R0001,1SDA061793R1,T5UL TM/PR 3p ETIK.LASER 100% Iu RATED,84.5,1,pcs,1,,Devices
1SDA061795R0001,1SDA061795R1,T2N/S/H/L MA 3p CCC LASER LABEL CHINA,0,0,pcs,1,,Devices
1SDA061797R0001,1SDA061797R1,T4N/S/H/L/V TM/PR/MA 3pCCC LASER L.CHINA,0,0,pcs,1,,Devices
1SDA061798R0001,1SDA061798R1,T5N/S/H/L/V TM/PR 3p CCC LASER LAB.CHINA,0,0,pcs,1,,Devices
1SDA061799R0001,1SDA061799R1,T1N 100 UL/CSA TMF15-1000 3p F FCCu,273,1,pcs,1,,Devices
1SDA061800R0001,1SDA061800R1,T1N 100 UL/CSA TMF20-1000 3p F FCCu,274,1,pcs,1,,Devices
1SDA061801R0001,1SDA061801R1,T1N 100 UL/CSA TMF25-1000 3p F FCCu,273,1,pcs,1,,Devices
1SDA061802R0001,1SDA061802R1,T1N 100 UL/CSA TMF30-1000 3p F FCCu,273,1,pcs,1,,Devices
1SDA061803R0001,1SDA061803R1,T1N 100 UL/CSA TMF40-1000 3p F FCCu,0,1,pcs,1,,Devices
1SDA061804R0001,1SDA061804R1,T1N 100 UL/CSA TMF50-1500 3p F FCCu,273,1,pcs,1,,Devices
1SDA061805R0001,1SDA061805R1,T1N 100 UL/CSA TMF60-1500 3p F FCCu,273,1,pcs,1,,Devices
1SDA061806R0001,1SDA061806R1,T1N 100 UL/CSA TMF70-1500 3p F FCCu,273,1,pcs,1,,Devices
1SDA061807R0001,1SDA061807R1,T1N 100 UL/CSA TMF80-1500 3p F FCCu,311,1,pcs,1,,Devices
1SDA061808R0001,1SDA061808R1,T1N 100 UL/CSA TMF90-1500 3p F FCCu,345,1,pcs,1,,Devices
1SDA061809R0001,1SDA061809R1,T1N 100 UL/CSA TMF100-1500 3p F FCCu,345,1,pcs,1,,Devices
1SDA061810R0001,1SDA061810R1,T1N 100 UL/CSA TMF15-1000 4p F FCCu,357,1,pcs,1,,Devices
1SDA061811R0001,1SDA061811R1,T1N 100 UL/CSA TMF20-1000 4p F FCCu,357,1,pcs,1,,Devices
1SDA061812R0001,1SDA061812R1,T1N 100 UL/CSA TMF25-1000 4p F FCCu,357,1,pcs,1,,Devices
1SDA061813R0001,1SDA061813R1,T1N 100 UL/CSA TMF30-1000 4p F FCCu,357,1,pcs,1,,Devices
1SDA061814R0001,1SDA061814R1,T1N 100 UL/CSA TMF40-1000 4p F FCCu,357,1,pcs,1,,Devices
1SDA061815R0001,1SDA061815R1,T1N 100 UL/CSA TMF50-1500 4p F FCCu,357,1,pcs,1,,Devices
1SDA061816R0001,1SDA061816R1,T1N 100 UL/CSA TMF60-1500 4p F FCCu,357,1,pcs,1,,Devices
1SDA061818R0001,1SDA061818R1,T1N 100 UL/CSA TMF70-1500 4p F FCCu,357,1,pcs,1,,Devices
1SDA061819R0001,1SDA061819R1,T1N 100 UL/CSA TMF80-1500 4p F FCCu,404,1,pcs,1,,Devices
1SDA061820R0001,1SDA061820R1,T1N 100 UL/CSA TMF90-1500 4p F FCCu,449,1,pcs,1,,Devices
1SDA061821R0001,1SDA061821R1,T1N 100 UL/CSA TMF100-1500 4p F FCCu,449,1,pcs,1,,Devices
1SDA061822R0001,1SDA061822R1,T1N-D100 MCS-UL/CSA Im=1000 3p F FCCu,257,1,pcs,1,,Devices
1SDA061823R0001,1SDA061823R1,T1N-D100 MCS-UL/CSA Im=1000 4p F FC Cu,336,1,pcs,1,,Devices
1SDA061824R0001,1SDA061824R1,T1B 100 UL/CSA TMF15-1000 1p F FC Cu,129,1,pcs,1,,Devices
1SDA061825R0001,1SDA061825R1,T1B 100 UL/CSA TMF20-1000 1p F FC Cu,129,1,pcs,1,,Devices
1SDA061826R0001,1SDA061826R1,T1B 100 UL/CSA TMF25-1000 1p F FC Cu,129,1,pcs,1,,Devices
1SDA061827R0001,1SDA061827R1,T1B 100 UL/CSA TMF30-1000 1p F FC Cu,129,1,pcs,1,,Devices
1SDA061828R0001,1SDA061828R1,T1B 100 UL/CSA TMF40-1000 1p F FC Cu,129,1,pcs,1,,Devices
1SDA061829R0001,1SDA061829R1,T1B 100 UL/CSA TMF50-1500 1p F FC Cu,129,1,pcs,1,,Devices
1SDA061830R0001,1SDA061830R1,T1B 100 UL/CSA TMF60-1500 1p F FC Cu,129,1,pcs,1,,Devices
1SDA061831R0001,1SDA061831R1,T1B 100 UL/CSA TMF70-1500 1p F FC Cu,129,1,pcs,1,,Devices
1SDA061832R0001,1SDA061832R1,T1B 100 UL/CSA TMF80-1500 1p F FC Cu,138,1,pcs,1,,Devices
1SDA061833R0001,1SDA061833R1,T1B 100 UL/CSA TMF90-1500 1p F FC Cu,149,1,pcs,1,,Devices
1SDA061834R0001,1SDA061834R1,T1B 100 UL/CSA TMF100-1500 1p F FC Cu,149,1,pcs,1,,Devices
1SDA061836R0001,1SDA061836R1,T5N 600 UL/CSA PR221DS-LS/I 600 3p F F,1927,3.25,pcs,1,,Devices
1SDA061837R0001,1SDA061837R1,T5N 600 UL/CSA PR222DS/P-LSI 600 3p F F,2102,3.25,pcs,1,,Devices
1SDA061838R0001,1SDA061838R1,T5N 600 UL/CSA PR222DS/P-LSIG 600 3p F F,2275,3.25,pcs,1,,Devices
1SDA061839R0001,1SDA061839R1,T5S 600 UL/CSA PR221DS-LS/I 600 3p F F,2026,3.25,pcs,1,,Devices
1SDA061840R0001,1SDA061840R1,T5S 600 UL/CSA PR222DS/P-LSI 600 3p F F,2202,3.25,pcs,1,,Devices
1SDA061841R0001,1SDA061841R1,T5S 600 UL/CSA PR222DS/P-LSIG 600 3p F F,2376,3.25,pcs,1,,Devices
1SDA061842R0001,1SDA061842R1,T5H 600 UL/CSA PR221DS-LS/I 600 3p F F,2230,3.25,pcs,1,,Devices
1SDA061843R0001,1SDA061843R1,T5H 600 UL/CSA PR222DS/P-LSI 600 3p F F,2405,3.25,pcs,1,,Devices
1SDA061844R0001,1SDA061844R1,T5H 600 UL/CSA PR222DS/P-LSIG 600 3p F F,2578,3.25,pcs,1,,Devices
1SDA061845R0001,1SDA061845R1,T5L 600 UL/CSA PR221DS-LS/I 600 3p F F,2394,3.25,pcs,1,,Devices
1SDA061846R0001,1SDA061846R1,T5L 600 UL/CSA PR222DS/P-LSI 600 3p F F,2566,3.25,pcs,1,,Devices
1SDA061847R0001,1SDA061847R1,T5L 600 UL/CSA PR222DS/P-LSIG 600 3p F F,2740,3.25,pcs,1,,Devices
1SDA061848R0001,1SDA061848R1,T5V 600 UL/CSA PR221DS-LS/I 600 3p F F,2838,3.25,pcs,1,,Devices
1SDA061849R0001,1SDA061849R1,T5V 600 UL/CSA PR222DS/P-LSI 600 3p F F,3015,3.25,pcs,1,,Devices
1SDA061850R0001,1SDA061850R1,T5V 600 UL/CSA PR222DS/P-LSIG 600 3p F F,3187,3.25,pcs,1,,Devices
1SDA061851R0001,1SDA061851R1,T5N600 MCP-UL/CSA PR221DS-I In=600 3p FF,1927,3.25,pcs,1,,Devices
1SDA061852R0001,1SDA061852R1,T5S600 MCP-UL/CSA PR221DS-I In=600 3p FF,2026,3.25,pcs,1,,Devices
1SDA061853R0001,1SDA061853R1,T5H600 MCP-UL/CSA PR221DS-I In=600 3p FF,2230,3.25,pcs,1,,Devices
1SDA061854R0001,1SDA061854R1,T5L600 MCP-UL/CSA PR221DS-I In=600 3p FF,2394,3.25,pcs,1,,Devices
1SDA061855R0001,1SDA061855R1,T5H-D 600 MCS-UL/CSA Im=6000 3p F F,951,1,pcs,1,,Devices
1SDA061856R0001,1SDA061856R1,T5N 600 UL/CSA BREAKING PART 3p F F,745,3.25,pcs,1,,Devices
1SDA061857R0001,1SDA061857R1,T5S 600 UL/CSA BREAKING PART 3p F F,847,3.25,pcs,1,,Devices
1SDA061858R0001,1SDA061858R1,T5H 600 UL/CSA BREAKING PART 3p F F,1047,3.25,pcs,1,,Devices
1SDA061859R0001,1SDA061859R1,T5L 600 UL/CSA BREAKING PART 3p F F,1210,3.25,pcs,1,,Devices
1SDA061860R0001,1SDA061860R1,T5V 600 UL/CSA BREAKING PART 3p F F,1656,3.25,pcs,1,,Devices
1SDA061861R0001,1SDA061861R1,PR221DS-LS/I In=600 T5 3p UL,1183,1,pcs,1,,Devices
1SDA061862R0001,1SDA061862R1,PR222DS/P-LSI In=600 T5 3p UL,1356,1,pcs,1,,Devices
1SDA061863R0001,1SDA061863R1,PR222DS/P-LSIG In=600 T5 3p UL,1531,1,pcs,1,,Devices
1SDA061864R0001,1SDA061864R1,PR222DS/PD-A-LSI In=600 T5 3p UL,3245,1,pcs,1,,Devices
1SDA061865R0001,1SDA061865R1,PR222DS/PD-A-LSIG In=600 T5 3p UL,3418,1,pcs,1,,Devices
1SDA061871R0001,1SDA061871R1,T2N 160 TMG 100-300 3p F F,0,1.1,pcs,1,,Devices
1SDA061962R0001,1SDA061962R1,T7S 800 PR231/P I In=800A 3p F F,2859,9.7,pcs,1,,Devices
1SDA061963R0001,1SDA061963R1,T7S 800 PR231/P LS/I In=800A 3p F F,2859,9.7,pcs,1,,Devices
1SDA061964R0001,1SDA061964R1,T7S 800 PR232/P LSI In=800A 3p F F,3017,9.7,pcs,1,,Devices
1SDA061965R0001,1SDA061965R1,T7S 800 PR331/P LSIG In=800A 3p F F,3174,9.7,pcs,1,,Devices
1SDA061966R0001,1SDA061966R1,T7S 800 PR332/P LI In=800A 3p F F,3305,9.7,pcs,1,,Devices
1SDA061967R0001,1SDA061967R1,T7S 800 PR332/P LSI In=800A 3p F F,3464,9.7,pcs,1,,Devices
1SDA061968R0001,1SDA061968R1,T7S 800 PR332/P LSIG In=800A 3p F F,3945,9.7,pcs,1,,Devices
1SDA061969R0001,1SDA061969R1,T7S 800 PR332/P LSIRc In=800A 3p F F,3945,9.7,pcs,1,,Devices
1SDA061972R0001,1SDA061972R1,T7S 800 PR231/P I In=800A 4p F F,3715,12.5,pcs,1,,Devices
1SDA061973R0001,1SDA061973R1,T7S 800 PR231/P LS/I In=800A 4p F F,3715,12.5,pcs,1,,Devices
1SDA061974R0001,1SDA061974R1,T7S 800 PR232/P LSI In=800A 4p F F,3874,12.5,pcs,1,,Devices
1SDA061975R0001,1SDA061975R1,T7S 800 PR331/P LSIG In=800A 4p F F,4033,12.5,pcs,1,,Devices
1SDA061976R0001,1SDA061976R1,T7S 800 PR332/P LI In=800A 4p F F,4162,12.5,pcs,1,,Devices
1SDA061977R0001,1SDA061977R1,T7S 800 PR332/P LSI In=800A 4p F F,4322,12.5,pcs,1,,Devices
1SDA061978R0001,1SDA061978R1,T7S 800 PR332/P LSIG In=800A 4p F F,4803,12.5,pcs,1,,Devices
1SDA061979R0001,1SDA061979R1,T7S 800 PR332/P LSIRc In=800A 4p F F,4803,12.5,pcs,1,,Devices
1SDA061980R0001,1SDA061980R1,T7S 800 PR231/P I In=800A 3p F F M,2948,11,pcs,1,,Devices
1SDA061981R0001,1SDA061981R1,T7S 800 PR231/P LS/I In=800A 3p F F M,2948,11,pcs,1,,Devices
1SDA061982R0001,1SDA061982R1,T7S 800 PR232/P LSI In=800A 3p F F M,3105,11,pcs,1,,Devices
1SDA061983R0001,1SDA061983R1,T7S 800 PR331/P LSIG In=800A 3p F F M,3265,11,pcs,1,,Devices
1SDA061984R0001,1SDA061984R1,T7S 800 PR332/P LI In=800A 3p F F M,3395,11,pcs,1,,Devices
1SDA061985R0001,1SDA061985R1,T7S 800 PR332/P LSI In=800A 3p F F M,3552,11,pcs,1,,Devices
1SDA061986R0001,1SDA061986R1,T7S 800 PR332/P LSIG In=800A 3p F F M,4034,11,pcs,1,,Devices
1SDA061987R0001,1SDA061987R1,T7S 800 PR332/P LSIRc In=800A 3p F F M,4034,11,pcs,1,,Devices
1SDA061988R0001,1SDA061988R1,T7S 800 PR231/P I In=800A 4p F F M,3831,14,pcs,1,,Devices
1SDA061989R0001,1SDA061989R1,T7S 800 PR231/P LS/I In=800A 4p F F M,3831,14,pcs,1,,Devices
1SDA061990R0001,1SDA061990R1,T7S 800 PR232/P LSI In=800A 4p F F M,3991,14,pcs,1,,Devices
1SDA061991R0001,1SDA061991R1,T7S 800 PR331/P LSIG In=800A 4p F F M,4147,14,pcs,1,,Devices
1SDA061992R0001,1SDA061992R1,T7S 800 PR332/P LI In=800A 4p F F M,4279,14,pcs,1,,Devices
1SDA061993R0001,1SDA061993R1,T7S 800 PR332/P LSI In=800A 4p F F M,4438,14,pcs,1,,Devices
1SDA061994R0001,1SDA061994R1,T7S 800 PR332/P LSIG In=800A 4p F F M,4916,14,pcs,1,,Devices
1SDA061995R0001,1SDA061995R1,T7S 800 PR332/P LSIRc In=800A 4p F F M,4916,14,pcs,1,,Devices
1SDA062032R0001,1SDA062032R1,T7D 1000 3p F F,2161,9.7,pcs,1,,Devices
1SDA062033R0001,1SDA062033R1,T7D 1000 4p F F,2808,12.5,pcs,1,,Devices
1SDA062034R0001,1SDA062034R1,T7D 1000 3p F F M,2250,11,pcs,1,,Devices
1SDA062035R0001,1SDA062035R1,T7D 1000 4p F F M,2924,14,pcs,1,,Devices
1SDA062036R0001,1SDA062036R1,T7D 1250 3p F F,2505,9.7,pcs,1,,Devices
1SDA062037R0001,1SDA062037R1,T7D 1250 4p F F,3259,12.5,pcs,1,,Devices
1SDA062038R0001,1SDA062038R1,T7D 1250 3p F F M,2596,11,pcs,1,,Devices
1SDA062039R0001,1SDA062039R1,T7D 1250 4p F F M,3374,14,pcs,1,,Devices
1SDA062040R0001,1SDA062040R1,T7D 1600 3p F F,3490,9.7,pcs,1,,Devices
1SDA062041R0001,1SDA062041R1,T7D 1600 4p F F,4538,12.5,pcs,1,,Devices
1SDA062042R0001,1SDA062042R1,T7D 1600 3p F F M,3581,11,pcs,1,,Devices
1SDA062043R0001,1SDA062043R1,T7D 1600 4p F F M,4657,14,pcs,1,,Devices
1SDA062044R0001,1SDA062044R1,T7-X1 W FP 3p HR-HR,1066,21.7,pcs,1,,Devices
