ProductId;LocalOrderCode;HasGraphicalItem;Description_EN;Description_DE;Price;weight;UnitOfMeasure;Quantity;Accessory;Title;;;
1SDA055029R0001;1SDA055029R1;0;KIT FC CuAl 2x120mm2 T5 400 4pcs;Umbaus.  Ans. 4 T5 400 F FF Cual 120 Zub. f. Leistungsschalter T5;172.00;0.9;pcs;1;;Device;;;
1SDA055030R0001;1SDA055030R1;0;KIT FC CuAl 2x240mm2 T5 630 6pcs;Umbaus.  Ans. 6 T5 630 F FF Cual 240 Zub. f. Leistungsschalter T5;368.00;1.8;pcs;1;;Device;;;
1SDA055031R0001;1SDA055031R1;0;KIT FC CuAl 2x240mm2 T5 630 8pcs;Umbaus.  Ans. 8 T5 630 F FF Cual 240 Zub. f. Leistungsschalter T5;477.00;2.4;pcs;1;;Device;;;
1SDA055032R0001;1SDA055032R1;0;KIT FC CuAl 2x240mm2 T5 630 3pcs;Umbaus.  Ans. 3 T5 630 F FF Cual 240 Zub. f. Leistungsschalter T5;183.00;0.9;pcs;1;;Device;;;
1SDA055033R0001;1SDA055033R1;0;KIT FC CuAl 2x240mm2 T5 630 4pcs;Umbaus.  Ans. 4 T5 630 F FF Cual 240 Zub. f. Leistungsschalter T5;239.00;1.2;pcs;1;;Device;;;
1SDA055034R0001;1SDA055034R1;0;KIT EF T5 6pcs;Umbaus.  Ans. 6 T5 F FF EF Zub. f. Leistungsschalter T5;151.00;0.9;pcs;1;;Device;;;
1SDA055035R0001;1SDA055035R1;0;KIT EF T5 8pcs;Umbaus.  Ans. 8 T5 F FF EF Zub. f. Leistungsschalter T5;198.00;1.2;pcs;1;;Device;;;
1SDA055036R0001;1SDA055036R1;0;KIT EF T5 3pcs;Umbaus.  Ans. 3 T5 F FF EF Zub. f. Leistungsschalter T5;75.50;0.45;pcs;1;;Device;;;
1SDA055037R0001;1SDA055037R1;0;KIT EF T5 4pcs;Umbaus.  Ans. 4 T5 F FF EF Zub. f. Leistungsschalter T5;99.00;0.6;pcs;1;;Device;;;
1SDA055038R0001;1SDA055038R1;0;KIT ES T5 6pcs;Umbaus.  Ans. 6 T5 F FF ES Zub. f. Leistungsschalter T5;182.00;1.4;pcs;1;;Device;;;
1SDA055039R0001;1SDA055039R1;0;KIT ES T5 8pcs;Umbaus.  Ans. 8 T5 F FF ES Zub. f. Leistungsschalter T5;237.00;1.867;pcs;1;;Device;;;
1SDA055040R0001;1SDA055040R1;0;KIT ES T5 3pcs;Umbaus.  Ans. 3 T5 F FF ES Zub. f. Leistungsschalter T5;91.50;0.7;pcs;1;;Device;;;
1SDA055041R0001;1SDA055041R1;0;KIT ES T5 4pcs;Umbaus.  Ans. 4 T5 F FF ES Zub. f. Leistungsschalter T5;117.00;0.9;pcs;1;;Device;;;
1SDA055042R0001;1SDA055042R1;0;KIT R T5 6pcs;Umbaus.  Ans. 6 T5 F FF R Zub. f. Leistungsschalter T5;151.00;2;pcs;1;;Device;;;
1SDA055043R0001;1SDA055043R1;0;KIT R T5 8pcs;Umbaus.  Ans. 8 T5 F FF R Zub. f. Leistungsschalter T5;198.00;2.667;pcs;1;;Device;;;
1SDA055044R0001;1SDA055044R1;0;KIT R T5 3pcs;Umbaus.  Ans. 3 T5 F FF R Zub. f. Leistungsschalter T5;75.50;1;pcs;1;;Device;;;
1SDA055045R0001;1SDA055045R1;0;KIT R T5 4pcs;Umbaus.  Ans. 4 T5 F FF R Zub. f. Leistungsschalter T5;99.00;1.3;pcs;1;;Device;;;
1SDA055046R0001;1SDA055046R1;0;KIT AuxV T4 3pcs x KIT FC Cu;Steuerleitungsanschl. Fc T4 T5 3 Zub. f. Leistungsschalter T4-T5;19.00;0.05;pcs;1;;Device;;;
1SDA055047R0001;1SDA055047R1;0;KIT AuxV T4 4pcs x KIT FC Cu;Steuerleitungsanschl. Fc T4 T5 4 Zub. f. Leistungsschalter T4-T5;25.30;0.05;pcs;1;;Device;;;
1SDA055048R0001;1SDA055048R1;0;KIT AuxV T4-T5 3pcs x KIT F;Steuerleitungsanschl. Ff T4 T5 3 Zub. f. Leistungsschalter T4-T5;20.00;0.05;pcs;1;;Device;;;
1SDA055049R0001;1SDA055049R1;0;KIT AuxV T4-T5 4pcs x KIT F;Steuerleitungsanschl. Ff T4 T5 4 Zub. f. Leistungsschalter T4-T5;26.70;0.05;pcs;1;;Device;;;
1SDA055050R0001;1SDA055050R1;0;AUX-SA T4-T5 1S51 NO FOR PR221-222-222MP;Ausgel.Meld./Kab. T4-T5 1S PR2Xx Zub. f. Leistungsschalter T4-T5;88.50;0.1;pcs;1;;Device;;;
1SDA055051R0001;1SDA055051R1;0;FDU T4-T5 FRONT DISPLAY UNIT x PR222-223;Bedienfront mit Display T4-T5 f. PR222 Zub. f. Leistungsschalter T4-T5;296.00;1;pcs;1;;Device;;;
1SDA055052R0001;1SDA055052R1;0;TA EXT NEUTRAL 100A T4;Ext. Stromwandler T4 In= 100A Zub. f. Leistungsschalter T4;184.00;0.6;pcs;1;;Device;;;
1SDA055053R0001;1SDA055053R1;0;TA EXT NEUTRAL 160A T4;Ext. Stromwandler T4 In= 160A Zub. f. Leistungsschalter T4;171.00;0.6;pcs;1;;Device;;;
1SDA055054R0001;1SDA055054R1;0;TA EXT NEUTRAL 250A T4;Ext. Stromwandler T4 In= 250A Zub. f. Leistungsschalter T4;197.00;0.6;pcs;1;;Device;;;
1SDA055055R0001;1SDA055055R1;0;TA EXT NEUTRAL 320A T4 320;Ext. Stromwandler T4 In= 320A Zub. f. Leistungsschalter T4;185.00;0.6;pcs;1;;Device;;;
1SDA055056R0001;1SDA055056R1;0;TA EXT NEUTRAL 320A T5;Ext. Stromwandler T5 In= 320A Zub. f. Leistungsschalter T5;166.00;0.6;pcs;1;;Device;;;
1SDA055057R0001;1SDA055057R1;0;TA EXT NEUTRAL 400A T5;Ext. Stromwandler T5 In= 400A Zub. f. Leistungsschalter T5;211.00;0.6;pcs;1;;Device;;;
1SDA055058R0001;1SDA055058R1;0;TA EXT NEUTRAL 630A T5 630;Ext. Stromwandler T5 In= 630A Zub. f. Leistungsschalter T5;183.00;0.6;pcs;1;;Device;;;
1SDA055059R0001;1SDA055059R1;0;X3 FOR PR222DS/P/PD T4..T6F >ALA.SIGN.-L;Anschlusskabel X3 f. PR22X T4-T6 F Zub. f. Leistungsschalter T4-T6;19.00;0.07;pcs;1;;Device;;;
1SDA055060R0001;1SDA055060R1;0;X4 FOR PR222DS/P/PD T4..T6 F > N EXT;Anschlusskabel X4 f. PR22X T4-T6 F Zub. f. Leistungsschalter T4-T6;19.00;0.07;pcs;1;;Device;;;
1SDA055061R0001;1SDA055061R1;0;X3 FOR PR222DS/P/PD T4..T6P/W >AL.SIGN-L;Anschlusskabel X3 f. PR22X T4-T6 P/W Zub. f. Leistungsschalter T4-T6;19.00;0.07;pcs;1;;Device;;;
1SDA055062R0001;1SDA055062R1;0;X4 FOR PR222DS/P/PD T4..T6 P/W > N EXT;Anschlusskabel X4 f. PR22X T4-T6 P/W Zub. f. Leistungsschalter T4-T6;19.00;0.07;pcs;1;;Device;;;
1SDA055063R0001;1SDA055063R1;0;EXTENSION 6pin AUX T4-T5-T6 P/W;Verb. f. Test T4-T6 Hiko/Yo/Yu 6P Zub. f. Leistungsschalter T4-T6;47.80;0.21;pcs;1;;Device;;;
1SDA055064R0001;1SDA055064R1;0;EXTENSION 12pin AUX T4-T5-T6 P/W;Verb. f. Test T4-T6 Hiko 12P Zub. f. Leistungsschalter T4-T6;95.50;0.21;pcs;1;;Device;;;
1SDA055065R0001;1SDA055065R1;0;EXTENSION 10pin MOE AUE T4-T5-T6 P/W;Verb. f. Test T4-T6 Motor 10P Zub. f. Leistungsschalter T4-T6;79.00;0.21;pcs;1;;Device;;;
1SDA055066R0001;1SDA055066R1;0;DIALOGUE PR222DS/PD-LSI MOD.T4-5-6 (EXT);UE-Ausl.PR222DS-LSI /D Mod T4-T6Mon Zub. f. Leistungsschalter T4-T6;1716.00;1;pcs;1;;Device;;;
1SDA055067R0001;1SDA055067R1;0;DIALOGUE PR222DS/PD-LSIG MOD.T4-5-6(EXT);UE-Ausl.PR222DS-LSIG/D Mod T4-T6Mon Zub. f. Leistungsschalter T4-T6;1716.00;1;pcs;1;;Device;;;
1SDA055068R0001;1SDA055068R1;;T4N 250 MA 10-140 3p F F;T4N250 MA010/0060-0140 3P F F Kompakter Leistungsschalter Tmax T4;468.00;2.35;pcs;1;;Device;;;
1SDA055069R0001;1SDA055069R1;;T4N 250 MA 25-350 3p F F;T4N250 MA025/0150-0350 3P F F Kompakter Leistungsschalter Tmax T4;468.00;2.35;pcs;1;;Device;;;
1SDA055070R0001;1SDA055070R1;;T4N 250 MA 52-728 3p F F;T4N250 MA052/0314-0728 3P F F Kompakter Leistungsschalter Tmax T4;468.00;2.35;pcs;1;;Device;;;
1SDA055071R0001;1SDA055071R1;;T4S 250 MA 10-140 3p F F;T4S250 MA010/0060-0140 3P F F Kompakter Leistungsschalter Tmax T4;512.00;2.35;pcs;1;;Device;;;
1SDA055072R0001;1SDA055072R1;;T4S 250 MA 25-350 3p F F;T4S250 MA025/0150-0350 3P F F Kompakter Leistungsschalter Tmax T4;512.00;2.35;pcs;1;;Device;;;
1SDA055073R0001;1SDA055073R1;;T4S 250 MA 52-728 3p F F;T4S250 MA052/0314-0728 3P F F Kompakter Leistungsschalter Tmax T4;512.00;2.35;pcs;1;;Device;;;
1SDA055074R0001;1SDA055074R1;;T4L 250 MA 10-140 3p F F;T4L250 MA010/0060-0140 3P F F Kompakter Leistungsschalter Tmax T4;561.00;2.35;pcs;1;;Device;;;
1SDA055075R0001;1SDA055075R1;;T4L 250 MA 25-350 3p F F;T4L250 MA025/0150-0350 3P F F Kompakter Leistungsschalter Tmax T4;561.00;2.35;pcs;1;;Device;;;
1SDA055076R0001;1SDA055076R1;;T4L 250 MA 52-728 3p F F;T4L250 MA052/0314-0728 3P F F Kompakter Leistungsschalter Tmax T4;561.00;2.35;pcs;1;;Device;;;
1SDA055077R0001;1SDA055077R1;0;MA 10-140 T4 3p;UE-Ausl.MA010/0060-0140 3P T4 Zub. f. Leistungsschalter T4;225.00;0.8;pcs;1;;Device;;;
1SDA055078R0001;1SDA055078R1;0;MA 25-350 T4 3p;UE-Ausl.MA025/0150-0350 3P T4 Zub. f. Leistungsschalter T4;225.00;0.8;pcs;1;;Device;;;
1SDA055079R0001;1SDA055079R1;0;MA 52-728 T4 3p;UE-Ausl.MA052/0314-0728 3P T4 Zub. f. Leistungsschalter T4;225.00;0.8;pcs;1;;Device;;;
1SDA055080R0001;1SDA055080R1;0;MA 10-140 T4 4p;UE-Ausl.MA010/0060-0140 4P T4 Zub. f. Leistungsschalter T4;293.00;1;pcs;1;;Device;;;
1SDA055081R0001;1SDA055081R1;0;MA 25-350 T4 4p;UE-Ausl.MA025/0150-0350 4P T4 Zub. f. Leistungsschalter T4;293.00;1;pcs;1;;Device;;;
1SDA055082R0001;1SDA055082R1;0;MA 52-728 T4 4p;UE-Ausl.MA052/0314-0728 4P T4 Zub. f. Leistungsschalter T4;293.00;1;pcs;1;;Device;;;
1SDA055093R0001;1SDA055093R1;0;TMG 320-1600 T5 3p;UE-Ausl.TMg320/0800-1600 3P T5 Zub. f. Leistungsschalter T5;663.00;1;pcs;1;;Device;;;
1SDA055094R0001;1SDA055094R1;0;FLANGE FOR THE COMPARTM.DOOR T4-T5 F/P;FLANGE FOR THE COMPARTM.DOOR T4-T5 F/P;61.50;1;pcs;1;;Device;;;
1SDA055095R0001;1SDA055095R1;0;FLANGE FOR THE COMPARTM.DOOR T4-T5 W;FLANGE FOR THE COMPARTM.DOOR T4-T5 W;61.50;1;pcs;1;;Device;;;
1SDA055096R0001;1SDA055096R1;0;FLANGE x COMP.DOOR RC222 4p T4-T5 F/P/W;FLANGE x COMP.DOOR RC222 4p T4-T5 F/P/W;61.50;1;pcs;1;;Device;;;
1SDA055097R0001;1SDA055097R1;0;SOLENOID RELEASE RC222-223/4/5 T4-T5;SOLENOID RELEASE RC222-223/4/5 T4-T5;166.00;1;pcs;1;;Device;;;
1SDA055098R0001;1SDA055098R1;0;TMG 400-2000 T5 3p;UE-Ausl.TMg400/1000-2000 3P T5 Zub. f. Leistungsschalter T5;663.00;1;pcs;1;;Device;;;
1SDA055099R0001;1SDA055099R1;0;TMG 500-2500 T5 630 3p;UE-Ausl.TMg500/1250-2500 3P T5 Zub. f. Leistungsschalter T5;807.00;1;pcs;1;;Device;;;
1SDA055100R0001;1SDA055100R1;0;TMG 630-3200 T5 630 3p;TMG 630-3200 T5 630 3p;0.00;0.00;pcs;1;;Device;;;
1SDA055101R0001;1SDA055101R1;0;TMG 320-1600 T5 4p InN=100%In;UE-Ausl.TMg320/0800-1600 4P T5 Zub. f. Leistungsschalter T5;1035.00;1.3;pcs;1;;Device;;;
1SDA055102R0001;1SDA055102R1;0;TMG 400-2000 T5 4p InN=100%In;UE-Ausl.TMg400/1000-2000 4P T5 Zub. f. Leistungsschalter T5;861.00;1.3;pcs;1;;Device;;;
1SDA055103R0001;1SDA055103R1;0;TMG 500-2500 T5 630 4p InN=100%In;UE-Ausl.TMg500/1250-2500 4P T5 Zub. f. Leistungsschalter T5;1048.00;1.3;pcs;1;;Device;;;
1SDA055104R0001;1SDA055104R1;0;TMG 630-3200 T5 630 4p InN=100%In;TMG 630-3200 T5 630 4p InN=100%In;0.00;0.00;pcs;1;;Device;;;
1SDA055105R0001;1SDA055105R1;;T3N 250 TMG 63-400 3p F F;T3N 250 TMG 63-400 3p F F;0.00;1.6;pcs;1;;Device;;;
1SDA055106R0001;1SDA055106R1;;T3N 250 TMG 80-400 3p F F;T3N 250 TMG 80-400 3p F F;0.00;1.6;pcs;1;;Device;;;
1SDA055107R0001;1SDA055107R1;;T3N 250 TMG 100-400 3p F F;T3N 250 TMG 100-400 3p F F;0.00;1.6;pcs;1;;Device;;;
1SDA055108R0001;1SDA055108R1;;T3N 250 TMG 125-400 3p F F;T3N 250 TMG 125-400 3p F F;0.00;1.6;pcs;1;;Device;;;
1SDA055109R0001;1SDA055109R1;;T3N 250 TMG 160-480 3p F F;T3N 250 TMG 160-480 3p F F;0.00;1.6;pcs;1;;Device;;;
1SDA055110R0001;1SDA055110R1;;T3N 250 TMG 200-600 3p F F;T3N 250 TMG 200-600 3p F F;0.00;1.6;pcs;1;;Device;;;
1SDA055111R0001;1SDA055111R1;;T3N 250 TMG 250-750 3p F F;T3N 250 TMG 250-750 3p F F;0.00;1.6;pcs;1;;Device;;;
1SDA055112R0001;1SDA055112R1;;T3N 250 TMG 63-400 4p F F;T3N 250 TMG 63-400 4p F F;0.00;2;pcs;1;;Device;;;
1SDA055113R0001;1SDA055113R1;;T3N 250 TMG 80-400 4p F F;T3N 250 TMG 80-400 4p F F;0.00;2;pcs;1;;Device;;;
1SDA055114R0001;1SDA055114R1;;T3N 250 TMG 100-400 4p F F;T3N 250 TMG 100-400 4p F F;0.00;2;pcs;1;;Device;;;
1SDA055115R0001;1SDA055115R1;;T3N 250 TMG 125-400 4p F F InN=100%In;T3N 250 TMG 125-400 4p F F InN=100%In;0.00;2;pcs;1;;Device;;;
1SDA055116R0001;1SDA055116R1;;T3N 250 TMG 160-480 4p F F InN=100%In;T3N 250 TMG 160-480 4p F F InN=100%In;0.00;2;pcs;1;;Device;;;
1SDA055117R0001;1SDA055117R1;;T3N 250 TMG 200-600 4p F F InN=100%In;T3N 250 TMG 200-600 4p F F InN=100%In;0.00;2;pcs;1;;Device;;;
1SDA055118R0001;1SDA055118R1;;T3N 250 TMG 250-750 4p F F InN=100%In;T3N 250 TMG 250-750 4p F F InN=100%In;0.00;2;pcs;1;;Device;;;
1SDA055119R0001;1SDA055119R1;;T3S 250 TMG 63-400 3p F F;T3S 250 TMG 63-400 3p F F;0.00;1.6;pcs;1;;Device;;;
1SDA055120R0001;1SDA055120R1;;T3S 250 TMG 80-400 3p F F;T3S 250 TMG 80-400 3p F F;0.00;1.6;pcs;1;;Device;;;
1SDA055121R0001;1SDA055121R1;;T3S 250 TMG 100-400 3p F F;T3S 250 TMG 100-400 3p F F;0.00;1.6;pcs;1;;Device;;;
1SDA055122R0001;1SDA055122R1;;T3S 250 TMG 125-400 3p F F;T3S 250 TMG 125-400 3p F F;0.00;1.6;pcs;1;;Device;;;
1SDA055123R0001;1SDA055123R1;;T3S 250 TMG 160-480 3p F F;T3S 250 TMG 160-480 3p F F;0.00;1.6;pcs;1;;Device;;;
1SDA055124R0001;1SDA055124R1;;T3S 250 TMG 200-600 3p F F;T3S 250 TMG 200-600 3p F F;0.00;1.6;pcs;1;;Device;;;
1SDA055125R0001;1SDA055125R1;;T3S 250 TMG 250-750 3p F F;T3S 250 TMG 250-750 3p F F;0.00;1.6;pcs;1;;Device;;;
1SDA055126R0001;1SDA055126R1;;T3S 250 TMG 63-400 4p F F;T3S 250 TMG 63-400 4p F F;0.00;2;pcs;1;;Device;;;
1SDA055127R0001;1SDA055127R1;;T3S 250 TMG 80-400 4p F F;T3S 250 TMG 80-400 4p F F;0.00;2;pcs;1;;Device;;;
1SDA055128R0001;1SDA055128R1;;T3S 250 TMG 100-400 4p F F;T3S 250 TMG 100-400 4p F F;0.00;2;pcs;1;;Device;;;
1SDA055129R0001;1SDA055129R1;;T3S 250 TMG 125-400 4p F F InN=100%In;T3S 250 TMG 125-400 4p F F InN=100%In;0.00;2;pcs;1;;Device;;;
1SDA055130R0001;1SDA055130R1;;T3S 250 TMG 160-480 4p F F InN=100%In;T3S 250 TMG 160-480 4p F F InN=100%In;0.00;2;pcs;1;;Device;;;
1SDA055131R0001;1SDA055131R1;;T3S 250 TMG 200-600 4p F F InN=100%In;T3S 250 TMG 200-600 4p F F InN=100%In;0.00;2;pcs;1;;Device;;;
1SDA055132R0001;1SDA055132R1;;T3S 250 TMG 250-750 4p F F InN=100%In;T3S 250 TMG 250-750 4p F F InN=100%In;0.00;2;pcs;1;;Device;;;
1SDA055151R0001;1SDA055151R1;0;KIT FC CuAl 2x95mm2 T2 6pcs;Umbaus.  Ans. 6 T2 F FF Cual 95 Zub. f. Leistungsschalter T2;64.50;0.65;pcs;1;;Device;;;
1SDA055152R0001;1SDA055152R1;0;KIT FC CuAl 2x95mm2 T2 8pcs;Umbaus.  Ans. 8 T2 F FF Cual 95 Zub. f. Leistungsschalter T2;86.50;0.87;pcs;1;;Device;;;
1SDA055153R0001;1SDA055153R1;0;KIT FC CuAl 2x95mm2 T2 3pcs;Umbaus.  Ans. 3 T2 F FF Cual 95 Zub. f. Leistungsschalter T2;32.10;0.33;pcs;1;;Device;;;
1SDA055154R0001;1SDA055154R1;0;KIT FC CuAl 2x95mm2 T2 4pcs;Umbaus.  Ans. 4 T2 F FF Cual 95 Zub. f. Leistungsschalter T2;43.20;0.43;pcs;1;;Device;;;
1SDA055155R0001;1SDA055155R1;0;KIT FC CuAl 2x150mm2 T3 6pcs;Umbaus.  Ans. 6 T3 F FF Cual 150 Zub. f. Leistungsschalter T3;86.50;1.045;pcs;1;;Device;;;
1SDA055156R0001;1SDA055156R1;0;KIT FC CuAl 2x150mm2 T3 8pcs;Umbaus.  Ans. 8 T3 F FF Cual 150 Zub. f. Leistungsschalter T3;113.00;1.39;pcs;1;;Device;;;
1SDA055157R0001;1SDA055157R1;0;KIT FC CuAl 2x150mm2 T3 3pcs;Umbaus.  Ans. 3 T3 F FF Cual 150 Zub. f. Leistungsschalter T3;42.80;0.52;pcs;1;;Device;;;
1SDA055158R0001;1SDA055158R1;0;KIT FC CuAl 2x150mm2 T3 4pcs;Umbaus.  Ans. 4 T3 F FF Cual 150 Zub. f. Leistungsschalter T3;57.00;0.7;pcs;1;;Device;;;
1SDA055159R0001;1SDA055159R1;0;PR221DS-LS/I In=630 T5 630 4p;UE-Ausl.PR221DS-LS/I R630 4P T5 630 Zub. f. Leistungsschalter T5;1396.00;1.6;pcs;1;;Device;;;
1SDA055160R0001;1SDA055160R1;0;PR221DS-I In=630 T5 630 4p;UE-Ausl.PR221DS-I    R630 4P T5 630 Zub. f. Leistungsschalter T5;1396.00;1.6;pcs;1;;Device;;;
1SDA055161R0001;1SDA055161R1;0;PR222DS/P-LSI In=630 T5 630 4p;UE-Ausl.PR222DS-LSI  R630 4P T5 630 Zub. f. Leistungsschalter T5;1556.00;1.6;pcs;1;;Device;;;
1SDA055162R0001;1SDA055162R1;0;PR222DS/P-LSIG In=630 T5 630 4p;UE-Ausl.PR222DS-LSIG R630 4P T5 630 Zub. f. Leistungsschalter T5;1715.00;1.6;pcs;1;;Device;;;
1SDA055167R0001;1SDA055167R1;;T2S 100 MCP-UL/CSA Iu=20-240 3p F F;T2S 100 MCP-UL/CSA Iu=20-240 3p F F;317.00;1;pcs;1;;Device;;;
1SDA055168R0001;1SDA055168R1;;T2S 100 MCP-UL/CSA Iu=50-300 3p F F;T2S 100 MCP-UL/CSA Iu=50-300 3p F F;317.00;1;pcs;1;;Device;;;
1SDA055169R0001;1SDA055169R1;;T2S 100 MCP-UL/CSA Iu=100-1200 3p F F;T2S 100 MCP-UL/CSA Iu=100-1200 3p F F;402.00;1;pcs;1;;Device;;;
1SDA055170R0001;1SDA055170R1;;T2H 100 MCP-UL/CSA Iu=20-240 3p F F;T2H 100 MCP-UL/CSA Iu=20-240 3p F F;333.00;1;pcs;1;;Device;;;
1SDA055171R0001;1SDA055171R1;;T2H 100 MCP-UL/CSA Iu=50-300 3p F F;T2H 100 MCP-UL/CSA Iu=50-300 3p F F;333.00;1;pcs;1;;Device;;;
1SDA055172R0001;1SDA055172R1;;T2H 100 MCP-UL/CSA Iu=100-1200 3p F F;T2H 100 MCP-UL/CSA Iu=100-1200 3p F F;419.00;1.160;pcs;1;;Device;;;
1SDA055173R0001;1SDA055173R1;0;ADP 5pin SOR/UVR RC T4-T5-T6 P/W;Adapter  5-Polig T4-T6 Zub. f. Leistungsschalter T4-T6;22.30;0.04;pcs;1;;Device;;;
1SDA055214R0001;1SDA055214R1;;T2S 100 UL/CSA PR221DS-LS In=25A 3p F F;T2S 100 UL/CSA PR221DS-LS In=25A 3p F F;520.00;1;pcs;1;;Device;;;
1SDA055215R0001;1SDA055215R1;;T2S 100 UL/CSA PR221DS-LS In=60A 3p F F;T2S 100 UL/CSA PR221DS-LS In=60A 3p F F;520.00;1;pcs;1;;Device;;;
1SDA055216R0001;1SDA055216R1;;T2S 100 UL/CSA PR221DS-LS In=100A 3p F F;T2S 100 UL/CSA PR221DS-LS In=100A 3p F F;520.00;1;pcs;1;;Device;;;
1SDA055217R0001;1SDA055217R1;;T2S 100 UL/CSA PR221DS-LS In=25A 4p F F;T2S 100 UL/CSA PR221DS-LS In=25A 4p F F;695.00;1;pcs;1;;Device;;;
1SDA055218R0001;1SDA055218R1;;T2S 100 UL/CSA PR221DS-LS In=60A 4p F F;T2S 100 UL/CSA PR221DS-LS In=60A 4p F F;695.00;1;pcs;1;;Device;;;
1SDA055219R0001;1SDA055219R1;;T2S 100 UL/CSA PR221DS-LS In=100A 4p F F;T2S 100 UL/CSA PR221DS-LS In=100A 4p F F;695.00;1;pcs;1;;Device;;;
1SDA055220R0001;1SDA055220R1;;T2H 100 UL/CSA PR221DS-LS In=25A 3p F F;T2H 100 UL/CSA PR221DS-LS In=25A 3p F F;559.00;1;pcs;1;;Device;;;
1SDA055221R0001;1SDA055221R1;;T2H 100 UL/CSA PR221DS-LS In=60A 3p F F;T2H 100 UL/CSA PR221DS-LS In=60A 3p F F;559.00;1;pcs;1;;Device;;;
1SDA055222R0001;1SDA055222R1;;T2H 100 UL/CSA PR221DS-LS In=100A 3p F F;T2H 100 UL/CSA PR221DS-LS In=100A 3p F F;559.00;1;pcs;1;;Device;;;
1SDA055223R0001;1SDA055223R1;;T2H 100 UL/CSA PR221DS-LS In=25A 4p F F;T2H 100 UL/CSA PR221DS-LS In=25A 4p F F;743.00;1;pcs;1;;Device;;;
1SDA055224R0001;1SDA055224R1;;T2H 100 UL/CSA PR221DS-LS In=60A 4p F F;T2H 100 UL/CSA PR221DS-LS In=60A 4p F F;743.00;1;pcs;1;;Device;;;
1SDA055225R0001;1SDA055225R1;;T2H 100 UL/CSA PR221DS-LS In=100A 4p F F;T2H 100 UL/CSA PR221DS-LS In=100A 4p F F;743.00;1;pcs;1;;Device;;;
1SDA055230R0001;1SDA055230R1;0;KLF-D FP T4..T6 KEY LOCK1C.BREAK.FIXED P;Schlüsselver. Aus T4-T6 Fp W Divers Zub. f. Leistungsschalter T4-T6;33.10;0.1;pcs;1;;Device;;;
1SDA055231R0001;1SDA055231R1;0;KLF-S FP T4..T6 KEY LOCK2C.BREAK.FIXED P;Schlüsselver. Aus T4-T6 Fp W Gleich Zub. f. Leistungsschalter T4-T6;33.10;0.1;pcs;1;;Device;;;
1SDA055232R0001;1SDA055232R1;0;PLL FP T4..T6 PADLOCK DEV. FIXED PART W;Schlossverriegelung Aus Fp W T4-T6 Zub. f. Leistungsschalter T4-T6;32.00;0.1;pcs;1;;Device;;;
1SDA055233R0001;1SDA055233R1;0;KLF-D RONIS FP T4..T6 KEY LOCK FIXED/P W;Schlüsselver. Aus T4-T6 Fp W Ronis Zub. f. Leistungsschalter T4-T6;33.10;0.08;pcs;1;;Device;;;
1SDA055234R0001;1SDA055234R1;0;RHD_EM T4-T5 W EMER. DIRECT;Drehgriff T4-T5 W   Rotgelb Zub. f. Leistungsschalter T4-T5;58.50;0.3;pcs;1;;Device;;;
1SDA055270R0001;1SDA055270R1;0;KIT DIN50022 T1-2 UL PLATE DIN;KIT DIN50022 T1-2 UL PLATE DIN;0.00;1;pcs;1;;Device;;;
1SDA055271R0001;1SDA055271R1;0;KIT ES FP T5 630 3pcs;Umbaus.  Ans. Ut 3 T5 630 F FF ES Zub. f. Leistungsschalter T5;91.50;0.7;pcs;1;;Device;;;
1SDA055272R0001;1SDA055272R1;0;KIT ES FP T5 630 4pcs;Umbaus.  Ans. Ut 4 T5 630 F FF ES Zub. f. Leistungsschalter T5;117.00;0.933;pcs;1;;Device;;;
1SDA055273R0001;1SDA055273R1;0;CONNECTOR 3pin SOR2-C ADDIT. T4-T5-T6;Steckverbinder 2.Yo T4-T5 Zub. f. Leistungsschalter T4-T5;17.30;0.05;pcs;1;;Device;;;
1SDA055315R0001;1SDA055315R1;0;T2/ML P FP 3p F;T2/ML P FP 3p F;0.00;0.00;pcs;1;;Device;;;
1SDA055351R0001;1SDA055351R1;0;EXTENSION 5pin SOR/UVR RC T4-T5-T6 P/W;Verb. f. Test T4-T6 Yo/Yu 5P Zub. f. Leistungsschalter T4-T6;39.70;1;pcs;1;;Device;;;
1SDA055361R0001;1SDA055361R1;0;AUX-C T1-T2-T3 3Q 1SY 24 Vdc;Aux-C T1-T2-T3 3Q 1Sy Zub. f. Leistungsschalter T1-T3;173.00;0.04;pcs;1;;Device;;;
1SDA055362R0001;1SDA055362R1;0;Kit FC Cu 2x240mm2 T5 630 6pcs;Umbaus.  Ans. 6 T5 630 F FF FC 240 Zub. f. Leistungsschalter T5;341.00;0.00;pcs;1;;Device;;;
1SDA055363R0001;1SDA055363R1;0;Kit FC Cu 2x240mm2 T5 630 8pcs;Umbaus.  Ans. 8 T5 630 F FF FC 240 Zub. f. Leistungsschalter T5;443.00;1;pcs;1;;Device;;;
1SDA055364R0001;1SDA055364R1;0;Kit FC Cu 2x240mm2 T5 630 3pcs;Umbaus.  Ans. 3 T5 630 F FF FC 240 Zub. f. Leistungsschalter T5;173.00;1;pcs;1;;Device;;;
1SDA055365R0001;1SDA055365R1;0;Kit FC Cu 2x240mm2 T5 630 4pcs;Umbaus.  Ans. 4 T5 630 F FF FC 240 Zub. f. Leistungsschalter T5;222.00;1;pcs;1;;Device;;;
