8_Digit_Code,15 Digit Code,Product Type Assembled,15 digit code Assembled,Description,Item,SAP_IT_Component,Description,Q.ty,UM,Weight,DWG,Noble Part Code,Valid Since ,Valid to ,Mod. N.,Status,DELETED,Modification applied,Material,ABB_Library_Document_Number,ABB_Library_Document_Link_DXF,DXF,ABB_Library_Document_Link_PDF,PDF,Figure,W,D
PJFE640028,1STQ003089B0000,PJFE640028A,1STQ001995M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P2_D800,10,VTE12X50,VITE TE  U5739 12X50 ZINCATA BIANCA,6,ST,0.31,,,,,,,,,Standard,,,,,,,,
PJFE640028,1STQ003089B0000,PJFE640028A,1STQ001995M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P2_D800,20,VTE12X60,VITE TE  U5739 12X60 ZINCATA BIANCA,20,ST,1.16,,,,,,,,,Standard,,,,,,,,
PJFE640028,1STQ003089B0000,PJFE640028A,1STQ001995M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P2_D800,,VTE12X70,SCREW TE  U5739 12X70 ZINC COAT.  ,16,ST,1.06,,,,,,,,,Standard,,,,,,,,
PJFE640028,1STQ003089B0000,PJFE640028A,1STQ001995M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P2_D800,30,MTZ12.5,GZN 490 084 P0109 RON.TAZZA D.INT.12.5X3,42,ST,0.11,,,,,,,,,Standard,,,,,,,,
PJFE640028,1STQ003089B0000,PJFE640028A,1STQ001995M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P2_D800,40,VTE10X12,SCREW TE 10X12,28,ST,0.28,,,,,,,,,Standard,,,,,,,,
PJFE640028,1STQ003089B0000,PJFE640028A,1STQ001995M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P2_D800,50,VTE10X60,SCREW T.ES.M10X60,16,ST,0.4,,,,,,,,,Standard,,,,,,,,
PJFE640028,1STQ003089B0000,PJFE640028A,1STQ001995M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P2_D800,60,VTE10X50,VITE TE  U5739 10X50 ZINCATA BIANCA,12,ST,0.26,,,,,,,,,Standard,,,,,,,,
PJFE640028,1STQ003089B0000,PJFE640028A,1STQ001995M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P2_D800,70,VTE10X40,SCREW TE  M10X40 ZINC COAT.  ,14,ST,0.26,,,,,,,,,Standard,,,,,,,,
PJFE640028,1STQ003089B0000,PJFE640028A,1STQ001995M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P2_D800,80,MTZ10,MOLLA A TAZZA C60 10.2X22X1.2 ZINCATA,70,ST,0.14,,,,,,,,,Standard,,,,,,,,
PJFE640028,1STQ003089B0000,PJFE640028A,1STQ001995M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P2_D800,90,ISO-M10X50,ISOLATORI M10X50 X BARRE,30,ST,4.35,,,,,,,,,Standard,,,,,,,,
PJFE640028,1STQ003089B0000,PJFE640028A,1STQ001995M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P2_D800,100,863307/003,GP03,6,ST,0.61,863307,,,,,,,,GPO3,,,,,,3,,
PJFE640028,1STQ003089B0000,PJFE640028A,1STQ001995M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P2_D800,110,863460/003,SUPPORTO CONNESSIONI P1_E6 4000A_5000A,1,ST,1.3,863460,,,,,,,,Metal ,,,,,,3,,
PJFE640028,1STQ003089B0000,PJFE640028A,1STQ001995M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P2_D800,120,863450/001,SUPPORT_E6W_LG1250______________________,1,ST,11.84,863450,,,,,,,,Metal ,,,,,,1,,
PJFE640028,1STQ003089B0000,PJFE640028A,1STQ001995M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P2_D800,130,862964/001,SIDE SUPPORT,2,ST,1.46,862964,,,,,,,,Metal ,,,,,,1,,
PJFE640028,1STQ003089B0000,PJFE640028A,1STQ001995M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P2_D800,140,VTCC6X10TX,VITE TC CR. C/IMB. 6X10 TRILOB.Z.B. TORX,20,ST,0.08,,,,,,,,,Standard,,,,,,,,
PJFE640028,1STQ003089B0000,PJFE640028A,1STQ001995M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P2_D800,150,862926/825,EMAX TYPE 2 CONNECTION 825 LOWER,7,ST,24.48,862926,,,,,,,,Copper,1STD000027,http://search.abb.com/library/Download.aspx?DocumentID=1STD000027&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000027,http://search.abb.com/library/Download.aspx?DocumentID=1STD000027&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000027,825,80,10
PJFE640028,1STQ003089B0000,PJFE640028A,1STQ001995M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P2_D800,160,862926/013,EMAX TYPE 2 CONNECTION 013 MID,7,ST,21.98,862926,,,,,,,,Copper,1STD000027,http://search.abb.com/library/Download.aspx?DocumentID=1STD000027&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000027,http://search.abb.com/library/Download.aspx?DocumentID=1STD000027&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000027,13,80,10
PJFE640028,1STQ003089B0000,PJFE640028A,1STQ001995M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P2_D800,170,862926/021,EMAX TYPE 2 CONNECTION 021 UPPER,4,ST,11.7,862926,,,,,,,,Copper,1STD000027,http://search.abb.com/library/Download.aspx?DocumentID=1STD000027&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000027,http://search.abb.com/library/Download.aspx?DocumentID=1STD000027&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000027,21,80,10
PJFE640028,1STQ003089B0000,PJFE640028A,1STQ001995M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P2_D800,180,862985/005,E6.2 F 5000A  P900 TYPE 2 005 LOWER,7,ST,20.03,862985,,,,,,,,Copper,1STD000036,http://search.abb.com/library/Download.aspx?DocumentID=1STD000036&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000036,http://search.abb.com/library/Download.aspx?DocumentID=1STD000036&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000036,5,80,10
PJFE640028,1STQ003089B0000,PJFE640028A,1STQ001995M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P2_D800,190,862985/003,E6.2 F 5000A  P900 TYPE 2 003 MIND,7,ST,19.53,862985,,,,,,,,Copper,1STD000036,http://search.abb.com/library/Download.aspx?DocumentID=1STD000036&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000036,http://search.abb.com/library/Download.aspx?DocumentID=1STD000036&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000036,3,80,10
PJFE640028,1STQ003089B0000,PJFE640028A,1STQ001995M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P2_D800,200,862985/001,E6.2 F 5000A  P900 TYPE 2 001 UPPER,4,ST,10.88,862985,,,,,,,,Copper,1STD000036,http://search.abb.com/library/Download.aspx?DocumentID=1STD000036&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000036,http://search.abb.com/library/Download.aspx?DocumentID=1STD000036&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000036,1,80,10
PJFE640028,1STQ003089B0000,PJFE640028A,1STQ001995M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P2_D800,210,862938/014,GP03 BLOCK 7X80,5,ST,5.27,862938,,,,,,,,GPO3,,,,,,14,,
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,10,VTE12X50,VITE TE  U5739 12X50 ZINCATA BIANCA,6,ST,0.31,,,,,,,,,Standard,,,,,,,,
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,20,VTE12X60,VITE TE  U5739 12X60 ZINCATA BIANCA,8,ST,0.47,,,,,,,,,Standard,,,,,,,,
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,30,MTZ12.5,GZN 490 084 P0109 RON.TAZZA D.INT.12.5X3,14,ST,0.04,,,,,,,,,Standard,,,,,,,,
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,40,VTE10X12,SCREW TE 10X12,22,ST,0.22,,,,,,,,,Standard,,,,,,,,
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,50,VTE10X60,SCREW T.ES.M10X60,30,ST,0.75,,,,,,,,,Standard,,,,,,,,
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,60,VTE10X50,VITE TE  U5739 10X50 ZINCATA BIANCA,18,ST,0.39,,,,,,,,,Standard,,,,,,,,
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,70,MTZ10,MOLLA A TAZZA C60 10.2X22X1.2 ZINCATA,70,ST,0.14,,,,,,,,,Standard,,,,,,,,
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,80,ISO-M10X50,ISOLATORI M10X50 X BARRE,22,ST,3.19,,,,,,,,,Standard,,,,,,,,
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,90,863307/003,GP03,2,ST,0.2,863307,,,,,,,,GPO3,,,,,,3,,
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,100,863281/008,SPESSORE IN RAME FIG.008,6,ST,3.31,863281,,,,,,,,Copper,1STD000054,http://search.abb.com/library/Download.aspx?DocumentID=1STD000054&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000054,http://search.abb.com/library/Download.aspx?DocumentID=1STD000054&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000054,8,30,10
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,110,862938/011,GP03 BLOCK 4X80,2,ST,1.17,862938,,,,,,,,GPO3,,,,,,11,,
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,120,862938/012,GP03 BLOCK 6X80,2,ST,1.81,862938,,,,,,,,GPO3,,,,,,12,,
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,130,863460/001,SUPPORTO CONNESSIONI P1_E6 4000A_5000A,1,ST,1.56,863460,,,,,,,,Metal ,,,,,,1,,
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,140,863459/001,SUPPORTO CONNESSIONI E6_4000A_5000A,1,ST,1.32,863459,,,,,,,,Metal ,,,,,,1,,
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,150,862967/001,REAR CONNECTIONS SIDE SUPPORT 001,2,ST,3.5,862967,,,,,,,,Metal ,,,,,,1,,
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,160,VTCC6X10TX,VITE TC CR. C/IMB. 6X10 TRILOB.Z.B. TORX,20,ST,0.08,,,,,,,,,Standard,,,,,,,,
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,170,862984/805,E6.2_F_5000A_-_TYPE_3_-_N_L,1,ST,4.54,862984,,,,,,,,Copper,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000035,805,80,10
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,180,862984/003,E6.2 F 5000A TYPE 3 CONNECTION 003 MID,1,ST,4.25,862984,,,,,,,,Copper,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000035,3,80,10
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,190,862984/801,E6.2 F 5000A TYPE 3 CONNECTION 001 UPPER,1,ST,3.97,862984,,,,,,,,Copper,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000035,801,80,10
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,200,862984/815,E6.2 F 5000A TYPE 3 CONNECTION 015 LOWER,2,ST,17.63,862984,,,,,,,,Copper,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000035,815,80,10
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,210,862984/013,E6.2 F 5000A TYPE 3 CONNECTION 013 MID,1,ST,7.1,862984,,,,,,,,Copper,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000035,13,80,10
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,220,862984/813,E6.2 F 5000A TYPE 3 CONNECTION 013 MID,1,ST,7.1,862984,,,,,,,,Copper,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000035,813,80,10
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,230,862984/811,E6.2 F 5000A TYPE 3 CONNECTION 011 UPPER,1,ST,8.53,862984,,,,,,,,Copper,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000035,811,80,10
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,240,862984/825,E6.2 F 5000A TYPE 3 CONNECTION 025 LOWER,2,ST,14.78,862984,,,,,,,,Copper,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000035,825,80,10
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,250,862984/023,E6.2 F 5000A TYPE 3 CONNECTION 023 MID,1,ST,7.1,862984,,,,,,,,Copper,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000035,23,80,10
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,260,862984/823,E6.2 F 5000A TYPE 3 CONNECTION 023 MID,1,ST,7.1,862984,,,,,,,,Copper,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000035,823,80,10
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,270,862984/821,E6.2 F 5000A TYPE 3 CONNECTION 021 UPPER,1,ST,7.46,862984,,,,,,,,Copper,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000035,821,80,10
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,280,862938/014,GP03 BLOCK 7X80,4,ST,4.21,862938,,,,,,,,GPO3,,,,,,14,,
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,290,862984/835,E6.2 F 5000A TYPE 3 CONNECTION 035 LOWER,2,ST,11.64,862984,,,,,,,,Copper,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000035,835,80,10
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,300,862984/033,E6.2 F 5000A TYPE 3 CONNECTION 033 MID,1,ST,5.68,862984,,,,,,,,Copper,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000035,33,80,10
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,310,862984/833,E6.2 F 5000A TYPE 3 CONNECTION 033 MID,1,ST,5.68,862984,,,,,,,,Copper,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000035,833,80,10
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,320,862984/831,E6.2 F 5000A TYPE 3 CONNECTION 031 UPPER,1,ST,6.03,862984,,,,,,,,Copper,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000035,http://search.abb.com/library/Download.aspx?DocumentID=1STD000035&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000035,831,80,10
PJFE640038,1STQ003107B0000,PJFE640038A,1STQ001996M0000,RBS CONN.E6.2 FISSO 4PHS 4000A_P3_D800,330,863281/006,SPESSORE IN RAME FIG.006,1,ST,0.22,863281,,,,,,,,Copper,1STD000054,http://search.abb.com/library/Download.aspx?DocumentID=1STD000054&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000054,http://search.abb.com/library/Download.aspx?DocumentID=1STD000054&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000054,6,30,10
PJFE640118,1STQ003069B0000,PJFE640118A,1STQ001997M0000,RBS CONN.E6.2 FISSO 4PFS 4000A_P1_D800,10,VTE12X50,VITE TE  U5739 12X50 ZINCATA BIANCA,8,ST,0.42,,,,,,,,,Standard,,,,,,,,
PJFE640118,1STQ003069B0000,PJFE640118A,1STQ001997M0000,RBS CONN.E6.2 FISSO 4PFS 4000A_P1_D800,20,VTE12X60,VITE TE  U5739 12X60 ZINCATA BIANCA,8,ST,0.47,,,,,,,,,Standard,,,,,,,,
PJFE640118,1STQ003069B0000,PJFE640118A,1STQ001997M0000,RBS CONN.E6.2 FISSO 4PFS 4000A_P1_D800,30,MTZ12.5,GZN 490 084 P0109 RON.TAZZA D.INT.12.5X3,16,ST,0.04,,,,,,,,,Standard,,,,,,,,
PJFE640118,1STQ003069B0000,PJFE640118A,1STQ001997M0000,RBS CONN.E6.2 FISSO 4PFS 4000A_P1_D800,40,VTE10X12,SCREW TE 10X12,24,ST,0.24,,,,,,,,,Standard,,,,,,,,
PJFE640118,1STQ003069B0000,PJFE640118A,1STQ001997M0000,RBS CONN.E6.2 FISSO 4PFS 4000A_P1_D800,50,VTE10X60,SCREW T.ES.M10X60,30,ST,0.75,,,,,,,,,Standard,,,,,,,,
PJFE640118,1STQ003069B0000,PJFE640118A,1STQ001997M0000,RBS CONN.E6.2 FISSO 4PFS 4000A_P1_D800,60,VTE10X50,VITE TE  U5739 10X50 ZINCATA BIANCA,6,ST,0.13,,,,,,,,,Standard,,,,,,,,
PJFE640118,1STQ003069B0000,PJFE640118A,1STQ001997M0000,RBS CONN.E6.2 FISSO 4PFS 4000A_P1_D800,70,MTZ10,MOLLA A TAZZA C60 10.2X22X1.2 ZINCATA,60,ST,0.12,,,,,,,,,Standard,,,,,,,,
PJFE640118,1STQ003069B0000,PJFE640118A,1STQ001997M0000,RBS CONN.E6.2 FISSO 4PFS 4000A_P1_D800,80,ISO-M10X50,ISOLATORI M10X50 X BARRE,24,ST,3.48,,,,,,,,,Standard,,,,,,,,
PJFE640118,1STQ003069B0000,PJFE640118A,1STQ001997M0000,RBS CONN.E6.2 FISSO 4PFS 4000A_P1_D800,90,863307/003,GP03,6,ST,0.61,863307,,,,,,,,GPO3,,,,,,3,,
PJFE640118,1STQ003069B0000,PJFE640118A,1STQ001997M0000,RBS CONN.E6.2 FISSO 4PFS 4000A_P1_D800,100,863281/008,SPESSORE IN RAME FIG.008,8,ST,4.41,863281,,,,,,,,Copper,1STD000054,http://search.abb.com/library/Download.aspx?DocumentID=1STD000054&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000054,http://search.abb.com/library/Download.aspx?DocumentID=1STD000054&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000054,8,30,10
PJFE640118,1STQ003069B0000,PJFE640118A,1STQ001997M0000,RBS CONN.E6.2 FISSO 4PFS 4000A_P1_D800,110,862938/011,GP03 BLOCK 4X80,2,ST,1.17,862938,,,,,,,,GPO3,,,,,,11,,
PJFE640118,1STQ003069B0000,PJFE640118A,1STQ001997M0000,RBS CONN.E6.2 FISSO 4PFS 4000A_P1_D800,120,862938/012,GP03 BLOCK 6X80,2,ST,1.81,862938,,,,,,,,GPO3,,,,,,12,,
PJFE640118,1STQ003069B0000,PJFE640118A,1STQ001997M0000,RBS CONN.E6.2 FISSO 4PFS 4000A_P1_D800,130,862968/012,CONNECTIONS HOLDER CROSSPIECE 1100MM 012,1,ST,3.03,862968,,,,,,,,Metal ,,,,,,12,,
PJFE640118,1STQ003069B0000,PJFE640118A,1STQ001997M0000,RBS CONN.E6.2 FISSO 4PFS 4000A_P1_D800,140,862965/011,CONNECTIONS HOLDER CROSSPIECE 1100MM 011,1,ST,2.89,862965,,,,,,,,Metal ,,,,,,11,,
PJFE640118,1STQ003069B0000,PJFE640118A,1STQ001997M0000,RBS CONN.E6.2 FISSO 4PFS 4000A_P1_D800,150,862967/001,REAR CONNECTIONS SIDE SUPPORT 001,2,ST,3.5,862967,,,,,,,,Metal ,,,,,,1,,
PJFE640118,1STQ003069B0000,PJFE640118A,1STQ001997M0000,RBS CONN.E6.2 FISSO 4PFS 4000A_P1_D800,160,VTCC6X10TX,VITE TC CR. C/IMB. 6X10 TRILOB.Z.B. TORX,20,ST,0.08,,,,,,,,,Standard,,,,,,,,
PJFE640118,1STQ003069B0000,PJFE640118A,1STQ001997M0000,RBS CONN.E6.2 FISSO 4PFS 4000A_P1_D800,170,862983/815,E6.2 F 5000A P900 TYPE 1 815 LOWER,2,ST,16.01,862983,,,,,,,,Copper,1STD000034,http://search.abb.com/library/Download.aspx?DocumentID=1STD000034&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000034,http://search.abb.com/library/Download.aspx?DocumentID=1STD000034&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000034,815,80,10
PJFE640118,1STQ003069B0000,PJFE640118A,1STQ001997M0000,RBS CONN.E6.2 FISSO 4PFS 4000A_P1_D800,180,862983/013,E6.2 F 5000A P900 TYPE 1 013 MID,2,ST,15.44,862983,,,,,,,,Copper,1STD000034,http://search.abb.com/library/Download.aspx?DocumentID=1STD000034&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000034,http://search.abb.com/library/Download.aspx?DocumentID=1STD000034&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000034,13,80,10
