8_Digit_Code,15 Digit Code,Product Type Assembled,15 digit code Assembled,Description,Item,SAP_IT_Component,Description,Q.ty,UM,Weight,DWG,Noble Part Code,Valid Since ,Valid to ,Mod. N.,Status,DELETED,Modification applied,Material,ABB_Library_Document_Number,ABB_Library_Document_Link_DXF,DXF,ABB_Library_Document_Link_PDF,PDF,Figure,W,D
PBNE4010,1STQ003833B0000,PBNE4010A,1STQ001424M0000,N_PE BUSBAR 4000A. W=1000/2X60X10,20,863070/805,N_PE BUSBAR 2000A. W=1000/1X60X10W/DPRM,1,ST,5.35,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,805,60,10
PBNE4010,1STQ003833B0000,PBNE4010A,1STQ001424M0000,N_PE BUSBAR 4000A. W=1000/2X60X10,30,VTPS8X30I,SCREW TPS 5933 A2 8X30,2,ST,0.02,,,17.05.2016,31.12.9999,IND01541,,,,Standard,,,,,,,,
PBNE4011,1STQ003834B0000,PBNE4011A,1STQ001425M0000,N_PE BUSBAR 4000A. W=1100/2X60X10,10,863070/010,N_PE BUSBAR 4000A. W=1100/2X60X10,1,ST,5.89,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,10,60,10
PBNE4011,1STQ003834B0000,PBNE4011A,1STQ001425M0000,N_PE BUSBAR 4000A. W=1100/2X60X10,20,863070/810,N_PE BUSBAR 4000A. W=1100/2X60X10W/DPRM,1,ST,5.89,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,810,60,10
PBNE4011,1STQ003834B0000,PBNE4011A,1STQ001425M0000,N_PE BUSBAR 4000A. W=1100/2X60X10,30,VTPS8X30I,SCREW TPS 5933 A2 8X30,2,ST,0.02,,,17.05.2016,31.12.9999,IND01541,,,,Standard,,,,,,,,
PBNE4012,1STQ003835B0000,PBNE4012A,1STQ001426M0000,N_PE BUSBAR 4000A. W=1200/2X60X10,10,863070/006,N_PE BUSBAR 4000A. W=1200/2X60X10,1,ST,6.42,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,6,60,10
PBNE4012,1STQ003835B0000,PBNE4012A,1STQ001426M0000,N_PE BUSBAR 4000A. W=1200/2X60X10,20,863070/806,N_PE BUSBAR 2000A. W=1200/1X60X10W/DPRM,1,ST,6.42,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,806,60,10
PBNE4012,1STQ003835B0000,PBNE4012A,1STQ001426M0000,N_PE BUSBAR 4000A. W=1200/2X60X10,30,VTPS8X30I,SCREW TPS 5933 A2 8X30,2,ST,0.02,,,17.05.2016,31.12.9999,IND01541,,,,Standard,,,,,,,,
PBNE4013,1STQ003836B0000,PBNE4013A,1STQ001427M0000,N_PE BUSBAR 4000A. W=1350/2X60X10,10,863070/007,N_PE BUSBAR 4000A. W=1350/2X60X10,1,ST,7.23,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,7,60,10
PBNE4013,1STQ003836B0000,PBNE4013A,1STQ001427M0000,N_PE BUSBAR 4000A. W=1350/2X60X10,20,863070/807,N_PE BUSBAR 2000A. W=1350/1X60X10W/DPRM,1,ST,7.23,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,807,60,10
PBNE4013,1STQ003836B0000,PBNE4013A,1STQ001427M0000,N_PE BUSBAR 4000A. W=1350/2X60X10,30,VTPS8X30I,SCREW TPS 5933 A2 8X30,3,ST,0.04,,,17.05.2016,31.12.9999,IND01541,,,,Standard,,,,,,,,
PBNE4015,1STQ003346B0000,PBNE4015A,1STQ001428M0000,VCI N 50% 1600A.40X10,10,863352/002,BAR NEUTRAL XLINE GS 1850X40,1,ST,6.6,863352,,07.07.2016,31.12.9999,IND01571,,,,Copper,1STD000058,http://search.abb.com/library/Download.aspx?DocumentID=1STD000058&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000058,http://search.abb.com/library/Download.aspx?DocumentID=1STD000058&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000058,2,40,10
PBNE4015,1STQ003346B0000,PBNE4015A,1STQ001428M0000,VCI N 50% 1600A.40X10,20,VTE8X16,SCREW TE 8X16 ZB.CLASSE 4.8 UNI EN 24017,6,ST,0.07,,,07.07.2016,31.12.9999,IND01571,,,,Standard,,,,,,,,
PBNE4015,1STQ003346B0000,PBNE4015A,1STQ001428M0000,VCI N 50% 1600A.40X10,30,VTE8X22,SCREW TE  U5739 8X22 ZINC COAT.  ,6,ST,0.08,,,07.07.2016,31.12.9999,IND01571,,,,Standard,,,,,,,,
PBNE4015,1STQ003346B0000,PBNE4015A,1STQ001428M0000,VCI N 50% 1600A.40X10,40,RPD8X24,WHASER PLANE D.8X24 GREMB.NA ZB,12,ST,0.05,,,07.07.2016,31.12.9999,IND01571,,,,Standard,,,,,,,,
PBNE4015,1STQ003346B0000,PBNE4015A,1STQ001428M0000,VCI N 50% 1600A.40X10,50,ISO-M8X35,ISOLATOR M8X35 X BARRE,6,ST,0.63,,,07.07.2016,31.12.9999,IND01571,,,,Standard,,,,,,,,
PBNE4035,1STQ003827B0000,PBNE4035A,1STQ001429M0000,N_PE BUSBAR 4000A. W=350/2X60X10,10,863070/008,N_PE BUSBAR 4000A. W=350/2X60X10,1,ST,1.87,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,8,60,10
PBNE4035,1STQ003827B0000,PBNE4035A,1STQ001429M0000,N_PE BUSBAR 4000A. W=350/2X60X10,20,863070/808,N_PE BUSBAR 1000A. W=350/1X30X10W/DPRM,1,ST,0.94,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,808,30,10
PBNE4035,1STQ003827B0000,PBNE4035A,1STQ001429M0000,N_PE BUSBAR 4000A. W=350/2X60X10,30,VTPS8X30I,SCREW TPS 5933 A2 8X30,2,ST,0.02,,,17.05.2016,31.12.9999,IND01541,,,,Standard,,,,,,,,
PBNE4050,1STQ003829B0000,PBNE4050A,1STQ001431M0000,N_PE BUSBAR 4000A. W=500/2X60X10,10,863070/002,N_PE BUSBAR 4000A. W=500/2X60X10,1,ST,2.68,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,2,60,10
PBNE4050,1STQ003829B0000,PBNE4050A,1STQ001431M0000,N_PE BUSBAR 4000A. W=500/2X60X10,20,863070/802,N_PE BUSBAR 2000A. W=500/1X60X10W/DPRM,1,ST,2.68,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,802,60,10
PBNE4050,1STQ003829B0000,PBNE4050A,1STQ001431M0000,N_PE BUSBAR 4000A. W=500/2X60X10,30,VTPS8X30I,SCREW TPS 5933 A2 8X30,2,ST,0.02,,,17.05.2016,31.12.9999,IND01541,,,,Standard,,,,,,,,
PBNE4060,1STQ003830B0000,PBNE4060A,1STQ001432M0000,N_PE BUSBAR 4000A. W=600/2X60X10,10,863070/003,N_PE BUSBAR 4000A. W=600/2X60X10,1,ST,3.21,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,3,60,10
PBNE4060,1STQ003830B0000,PBNE4060A,1STQ001432M0000,N_PE BUSBAR 4000A. W=600/2X60X10,20,863070/803,N_PE BUSBAR 2000A. W=600/1X60X10W/DPRM,1,ST,3.21,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,803,60,10
PBNE4060,1STQ003830B0000,PBNE4060A,1STQ001432M0000,N_PE BUSBAR 4000A. W=600/2X60X10,30,VTPS8X30I,SCREW TPS 5933 A2 8X30,2,ST,0.02,,,17.05.2016,31.12.9999,IND01541,,,,Standard,,,,,,,,
PBNE4080,1STQ003831B0000,PBNE4080A,1STQ001433M0000,N_PE BUSBAR 4000A. W=800/2X60X10,10,863070/004,N_PE BUSBAR 4000A. W=800/2X60X10,1,ST,4.28,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,4,60,10
PBNE4080,1STQ003831B0000,PBNE4080A,1STQ001433M0000,N_PE BUSBAR 4000A. W=800/2X60X10,20,863070/804,N_PE BUSBAR 2000A. W=800/1X60X10W/DPRM,1,ST,4.28,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,804,60,10
PBNE4080,1STQ003831B0000,PBNE4080A,1STQ001433M0000,N_PE BUSBAR 4000A. W=800/2X60X10,30,VTPS8X30I,SCREW TPS 5933 A2 8X30,2,ST,0.02,,,17.05.2016,31.12.9999,IND01541,,,,Standard,,,,,,,,
PBNE4085,1STQ003832B0000,PBNE4085A,1STQ001434M0000,N_PE BUSBAR 4000A. W=850/2X60X10,10,863070/009,N_PE BUSBAR 4000A. W=850/2X60X10,1,ST,4.55,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,9,60,10
PBNE4085,1STQ003832B0000,PBNE4085A,1STQ001434M0000,N_PE BUSBAR 4000A. W=850/2X60X10,20,863070/809,N_PE BUSBAR 2000A. W=850/1X60X10W/DPRM,1,ST,4.55,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,809,60,10
PBNE4085,1STQ003832B0000,PBNE4085A,1STQ001434M0000,N_PE BUSBAR 4000A. W=850/2X60X10,30,VTPS8X30I,SCREW TPS 5933 A2 8X30,2,ST,0.02,,,17.05.2016,31.12.9999,IND01541,,,,Standard,,,,,,,,
PBNE5010,1STQ003843B0000,PBNE5010A,1STQ001435M0000,N_PE BUSBAR 5000A. W=1000/3X60X10,10,863070/005,N_PE BUSBAR 4000A. W=1000/2X60X10,2,ST,10.7,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,5,60,10
PBNE5010,1STQ003843B0000,PBNE5010A,1STQ001435M0000,N_PE BUSBAR 5000A. W=1000/3X60X10,20,863070/805,N_PE BUSBAR 2000A. W=1000/1X60X10W/DPRM,1,ST,5.35,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,805,60,10
PBNE5010,1STQ003843B0000,PBNE5010A,1STQ001435M0000,N_PE BUSBAR 5000A. W=1000/3X60X10,30,VTPS8X40I,SCREW TPS 5933 A2 8X40,2,ST,0.03,,,17.05.2016,31.12.9999,IND01541,,,,Standard,,,,,,,,
PBNE5011,1STQ003844B0000,PBNE5011A,1STQ001436M0000,N_PE BUSBAR 5000A. W=1100/3X60X10,10,863070/010,N_PE BUSBAR 4000A. W=1100/2X60X10,2,ST,11.78,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,10,60,10
PBNE5011,1STQ003844B0000,PBNE5011A,1STQ001436M0000,N_PE BUSBAR 5000A. W=1100/3X60X10,20,863070/810,N_PE BUSBAR 4000A. W=1100/2X60X10W/DPRM,1,ST,5.89,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,810,60,10
PBNE5011,1STQ003844B0000,PBNE5011A,1STQ001436M0000,N_PE BUSBAR 5000A. W=1100/3X60X10,30,VTPS8X40I,SCREW TPS 5933 A2 8X40,2,ST,0.03,,,17.05.2016,31.12.9999,IND01541,,,,Standard,,,,,,,,
PBNE5012,1STQ003845B0000,PBNE5012A,1STQ001437M0000,N_PE BUSBAR 5000A. W=1200/3X60X10,10,863070/006,N_PE BUSBAR 4000A. W=1200/2X60X10,2,ST,12.85,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,6,60,10
PBNE5012,1STQ003845B0000,PBNE5012A,1STQ001437M0000,N_PE BUSBAR 5000A. W=1200/3X60X10,20,863070/806,N_PE BUSBAR 2000A. W=1200/1X60X10W/DPRM,1,ST,6.42,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,806,60,10
PBNE5012,1STQ003845B0000,PBNE5012A,1STQ001437M0000,N_PE BUSBAR 5000A. W=1200/3X60X10,30,VTPS8X40I,SCREW TPS 5933 A2 8X40,2,ST,0.03,,,17.05.2016,31.12.9999,IND01541,,,,Standard,,,,,,,,
PBNE5013,1STQ003846B0000,PBNE5013A,1STQ001438M0000,N_PE BUSBAR 5000A. W=1350/3X60X10,10,863070/007,N_PE BUSBAR 4000A. W=1350/2X60X10,2,ST,14.45,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,7,60,10
PBNE5013,1STQ003846B0000,PBNE5013A,1STQ001438M0000,N_PE BUSBAR 5000A. W=1350/3X60X10,20,863070/807,N_PE BUSBAR 2000A. W=1350/1X60X10W/DPRM,1,ST,7.23,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,807,60,10
PBNE5013,1STQ003846B0000,PBNE5013A,1STQ001438M0000,N_PE BUSBAR 5000A. W=1350/3X60X10,30,VTPS8X40I,SCREW TPS 5933 A2 8X40,3,ST,0.05,,,17.05.2016,31.12.9999,IND01541,,,,Standard,,,,,,,,
PBNE5015,1STQ003347B0000,PBNE5015A,1STQ001439M0000,VCI N 50% 2000A.50X10,10,863352/003,BAR NEUTRAL XLINE GS 1850X50,1,ST,8.25,863352,,07.07.2016,31.12.9999,IND01571,,,,Copper,1STD000058,http://search.abb.com/library/Download.aspx?DocumentID=1STD000058&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000058,http://search.abb.com/library/Download.aspx?DocumentID=1STD000058&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000058,3,50,10
PBNE5015,1STQ003347B0000,PBNE5015A,1STQ001439M0000,VCI N 50% 2000A.50X10,20,VTE8X16,SCREW TE 8X16 ZB.CLASSE 4.8 UNI EN 24017,6,ST,0.07,,,07.07.2016,31.12.9999,IND01571,,,,Standard,,,,,,,,
PBNE5015,1STQ003347B0000,PBNE5015A,1STQ001439M0000,VCI N 50% 2000A.50X10,30,VTE8X22,SCREW TE  U5739 8X22 ZINC COAT.  ,6,ST,0.08,,,07.07.2016,31.12.9999,IND01571,,,,Standard,,,,,,,,
PBNE5015,1STQ003347B0000,PBNE5015A,1STQ001439M0000,VCI N 50% 2000A.50X10,40,RPD8X24,WHASER PLANE D.8X24 GREMB.NA ZB,12,ST,0.05,,,07.07.2016,31.12.9999,IND01571,,,,Standard,,,,,,,,
PBNE5015,1STQ003347B0000,PBNE5015A,1STQ001439M0000,VCI N 50% 2000A.50X10,50,ISO-M8X35,ISOLATOR M8X35 X BARRE,6,ST,0.63,,,07.07.2016,31.12.9999,IND01571,,,,Standard,,,,,,,,
PBNE5035,1STQ003837B0000,PBNE5035A,1STQ001440M0000,N_PE BUSBAR 5000A. W=350/3X60X10,10,863070/008,N_PE BUSBAR 4000A. W=350/2X60X10,2,ST,3.75,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,8,60,10
PBNE5035,1STQ003837B0000,PBNE5035A,1STQ001440M0000,N_PE BUSBAR 5000A. W=350/3X60X10,20,863070/808,N_PE BUSBAR 1000A. W=350/1X30X10W/DPRM,1,ST,0.94,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,808,30,10
PBNE5035,1STQ003837B0000,PBNE5035A,1STQ001440M0000,N_PE BUSBAR 5000A. W=350/3X60X10,30,VTPS8X40I,SCREW TPS 5933 A2 8X40,2,ST,0.03,,,17.05.2016,31.12.9999,IND01541,,,,Standard,,,,,,,,
PBNE5040,1STQ003838B0000,PBNE5040A,1STQ001441M0000,N_PE BUSBAR 5000A. W=400/3X60X10,10,863070/001,N_PE BUSBAR 4000A. W=400/2X60X10,2,ST,4.28,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,1,60,10
PBNE5040,1STQ003838B0000,PBNE5040A,1STQ001441M0000,N_PE BUSBAR 5000A. W=400/3X60X10,20,863070/801,N_PE BUSBAR 2000A. W=400/1X60X10W/DPRM,1,ST,2.14,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,801,60,10
PBNE5040,1STQ003838B0000,PBNE5040A,1STQ001441M0000,N_PE BUSBAR 5000A. W=400/3X60X10,30,VTPS8X40I,SCREW TPS 5933 A2 8X40,2,ST,0.03,,,17.05.2016,31.12.9999,IND01541,,,,Standard,,,,,,,,
PBNE5050,1STQ003839B0000,PBNE5050A,1STQ001442M0000,N_PE BUSBAR 5000A. W=500/3X60X10,10,863070/002,N_PE BUSBAR 4000A. W=500/2X60X10,2,ST,5.35,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,2,60,10
PBNE5050,1STQ003839B0000,PBNE5050A,1STQ001442M0000,N_PE BUSBAR 5000A. W=500/3X60X10,20,863070/802,N_PE BUSBAR 2000A. W=500/1X60X10W/DPRM,1,ST,2.68,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,802,60,10
PBNE5050,1STQ003839B0000,PBNE5050A,1STQ001442M0000,N_PE BUSBAR 5000A. W=500/3X60X10,30,VTPS8X40I,SCREW TPS 5933 A2 8X40,2,ST,0.03,,,17.05.2016,31.12.9999,IND01541,,,,Standard,,,,,,,,
PBNE5060,1STQ003840B0000,PBNE5060A,1STQ001443M0000,N_PE BUSBAR 5000A. W=600/3X60X10,10,863070/003,N_PE BUSBAR 4000A. W=600/2X60X10,2,ST,6.42,863070,,17.05.2016,31.12.9999,IND01541,,,,Copper,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=dxf&Action=Launch,1STD000041,http://search.abb.com/library/Download.aspx?DocumentID=1STD000041&LanguageCode=de&LanguageCode=en&LanguageCode=it&DocumentPartId=pdf&Action=Launch,1STD000041,3,60,10
